商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
美的电压力锅 PLS502,"美的, 电压力锅, PLS502",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,10036938,
美的电压力锅PCD508B(一锅两胆),"美的, 电压力锅, PCD508B, (, 一锅, 两, 胆, )",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,467674,
美的电压力锅PCJ407,"美的, 电压力锅, PCJ407",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,302410,
美的电压力锅PCJ505 5L大容量 自动控压,"美的, 电压力锅, PCJ505, 5L, 大, 容量, 自动, 控, 压",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,250066,
美的电压力锅PCS4011 24小时预约功能,"美的, 电压力锅, PCS4011, 24, 小时, 预约, 功能",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,10524897,
美的电压力锅PCS5012B,"美的, 电压力锅, PCS5012B",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,10524900,
美的电压力锅PCS506,"美的, 电压力锅, PCS506",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,10179778,
美的电压力锅PCS508B,"美的, 电压力锅, PCS508B",美的,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美的,279572,
Meiling 美菱 雅美娜微电脑型压力锅 不锈钢 MLYB-40BX（微电脑型）,"meiling, 美菱, 雅, 美, 娜, 微电脑, 型, 压力锅, 不锈钢, MLYB-40BX, （, 微电脑, 型, ）",meiling,1,压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美菱,11104420,
Meiling 美菱 雅美娜微电脑型压力锅 不锈钢 MLYB-50BX（微电脑型）,"meiling, 美菱, 雅, 美, 娜, 微电脑, 型, 压力锅, 不锈钢, MLYB-50BX, （, 微电脑, 型, ）",meiling,1,压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美菱,11104419,
Meiling 美菱 雅美娜微电脑型压力锅 不锈钢 MLYB-60BX（微电脑型）,"meiling, 美菱, 雅, 美, 娜, 微电脑, 型, 压力锅, 不锈钢, MLYB-60BX, （, 微电脑, 型, ）",meiling,1,压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美菱,11104408,
Meiling 美菱 雅美娜机械型压力锅 不锈钢 MLYB-40PX（机械型）,"meiling, 美菱, 雅, 美, 娜, 机械, 型, 压力锅, 不锈钢, MLYB-40PX, （, 机械, 型, ）",meiling,1,压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美菱,11104453,
Meiling 美菱 雅美娜机械型压力锅 不锈钢 MLYB-50PX（机械型）,"meiling, 美菱, 雅, 美, 娜, 机械, 型, 压力锅, 不锈钢, MLYB-50PX, （, 机械, 型, ）",meiling,1,压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美菱,11104442,
Meiling 美菱 雅美娜机械型压力锅 不锈钢 MLYB-60PX（机械型）,"meiling, 美菱, 雅, 美, 娜, 机械, 型, 压力锅, 不锈钢, MLYB-60PX, （, 机械, 型, ）",meiling,1,压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,美菱,11104431,
苏泊尔 电压力锅YA1系列CYYB40YA1A-90,"苏泊尔, 电压力锅, YA1, 系列, CYYB40YA1A-90",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,451069,
苏泊尔电压力锅  CYSB50YD1-100,"苏泊尔, 电压力锅, CYSB50YD1-100",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,154643,
苏泊尔电压力锅 CYSB40YD3-90,"苏泊尔, 电压力锅, CYSB40YD3-90",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,154632,
苏泊尔电压力锅CYSB40YC5,"苏泊尔, 电压力锅, CYSB40YC5",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,9783306,
苏泊尔电压力锅CYSB40YD6,"苏泊尔, 电压力锅, CYSB40YD6",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,9783420,
苏泊尔电压力锅CYSB50FC3 黑色,"苏泊尔, 电压力锅, CYSB50FC3, 黑色",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,9783011,
苏泊尔电压力锅CYSB50YC1 黑色/红色(双内胆),"苏泊尔, 电压力锅, CYSB50YC1, 黑色, /, 红色, (, 双, 内胆, )",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,9783000,
苏泊尔电压力锅CYSB50YC6,"苏泊尔, 电压力锅, CYSB50YC6",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,10167187,
苏泊尔电压力锅CYSB50YD6,"苏泊尔, 电压力锅, CYSB50YD6",苏泊尔,1,电压力锅,1,0-950560-950562-950573:手机数码电脑、家电-厨用家电-电压力锅,苏泊尔,9783431,
ACA 电蒸笼 AS-PC100A,"ACA, 电, 蒸笼, AS-PC100A",aca,1,,0,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,ACA,475127,
ACA电蒸笼DL-100A3,"ACA, 电, 蒸笼, DL-100A3",aca,1,,0,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,ACA,11961,
东菱电蒸笼FS-1146R,"东菱, 电, 蒸笼, FS-1146R",东菱,1,,0,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,东菱,191673,
Braun德国博朗 FS20 R 万能电蒸锅,"braun, 德国, 博朗, FS20, R, 万能, 电蒸锅",braun,1,电蒸锅,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,博朗,10948080,
加拿大 Edel 宜阁 5L多功能健康电热锅（一锅三用炒菜、火锅、烧烤）CB-F08,"加拿大, edel, 宜阁, 5L, 多功能, 健康, 电热锅, （, 一锅, 三, 用, 炒菜, 、, 火锅, 、, 烧烤, ）, CB-F08",加拿大,1,健康,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,宜阁,11105150,
小熊 电炖盅 DDZ-101,"小熊, 电炖, 盅, DDZ-101",小熊,1,电炖,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,小熊,9667816,
小熊 电蒸锅 DZG-301,"小熊, 电蒸锅, DZG-301",小熊,1,电蒸锅,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,小熊,9667849,
小熊 电蒸锅 DZG-303,"小熊, 电蒸锅, DZG-303",小熊,1,电蒸锅,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,小熊,9667850,
小熊 电蒸锅 DZG-304,"小熊, 电蒸锅, DZG-304",小熊,1,电蒸锅,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,小熊,9667861,
小熊 电蒸锅 DZG-305,"小熊, 电蒸锅, DZG-305",小熊,1,电蒸锅,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,小熊,9667872,
小熊隔水电炖盅DDZ-103,"小熊, 隔水, 电炖, 盅, DDZ-103",小熊,1,电炖,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,小熊,10266167,
德国SKG 多功能电蒸笼TLE-08A（送专用蒸盘）,"德国SKG, 多功能, 电, 蒸笼, TLE-08A, （, 送, 专用, 蒸, 盘, ）",德国skg,1,,0,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,德国SKG,10947452,
灿坤 多功能健康电炖锅 TSK-8903A,"灿坤, 多功能, 健康, 电炖锅, TSK-8903A",灿坤,1,"健康, 电炖锅",2,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,灿坤,9563864,
美的电火锅HS134B,"美的, 电火锅, HS134B",美的,1,,0,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,美的,10524933,
美的电蒸锅 03J062,"美的, 电蒸锅, 03J062",美的,1,电蒸锅,1,0-950560-950562-950574:手机数码电脑、家电-厨用家电-电炖锅/蒸锅/紫砂煲,美的,10005864,
longde 龙的 电磁炉 NKC-20S6B,"longde, 龙的, 电磁炉, NKC-20S6B",longde,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,longde,11100724,
东菱 电磁炉DH20-819AG,"东菱, 电磁炉, DH20-819AG",东菱,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,东菱,9540970,
300套餐 C,"300, 套餐, C",,0,,0,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,九阳,197477,
九阳电磁炉 JYC-21ES55C,"九阳, 电磁炉, JYC-21ES55C",九阳,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,九阳,9520472,
九阳电磁炉 JYC-21FS35,"九阳, 电磁炉, JYC-21FS35",九阳,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,九阳,10168420,
九阳电磁炉JYC-21FS33,"九阳, 电磁炉, JYC-21FS33",九阳,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,九阳,10168419,
伊莱克斯 爱好者系列电磁炉 EIH550 白色,"伊莱克斯, 爱好者, 系列, 电磁炉, EIH550, 白色",伊莱克斯,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,伊莱克斯,11184079,
奔腾 电磁炉 C21-PG04,"奔腾, 电磁炉, C21-PG04",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,446366,
奔腾易厨系列 电磁炉 C20-PH02,"奔腾, 易厨, 系列, 电磁炉, C20-PH02",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,505522,
奔腾电磁炉C20-PH11,"奔腾, 电磁炉, C20-PH11",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,10691733,
奔腾电磁炉C21-PG08,"奔腾, 电磁炉, C21-PG08",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,10157525,
奔腾电磁炉C21-PH07,"奔腾, 电磁炉, C21-PH07",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,10691722,
奔腾电磁炉PC20E-H（2000W 直径26普通炒锅+汤锅）,"奔腾, 电磁炉, PC20E-H, （, 2000W, 直径, 26, 普通, 炒锅, +, 汤锅, ）",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,286099,
奔腾电磁炉PCG2101（2100W普通汤锅+普通炒锅）,"奔腾, 电磁炉, PCG2101, （, 2100W, 普通, 汤锅, +, 普通, 炒锅, ）",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,286066,
奔腾黑晶系列 电磁炉 C20-PH01,"奔腾, 黑晶, 系列, 电磁炉, C20-PH01",奔腾,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,奔腾,505511,
德国SKG 多功能电磁炉PD203（带汤锅),"德国SKG, 多功能, 电磁炉, PD203, （, 带, 汤锅, )",德国skg,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10947509,
德国SKG 多功能电磁炉PJ203（尊贵黑晶面板）送精美汤锅,"德国SKG, 多功能, 电磁炉, PJ203, （, 尊贵, 黑晶面板, ）, 送, 精美, 汤锅",德国skg,1,"电磁炉, 汤锅",2,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10947485,
德国SKG 多功能电磁炉PJ205（带汤锅),"德国SKG, 多功能, 电磁炉, PJ205, （, 带, 汤锅, )",德国skg,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10947496,
德国SKG 多功能触摸板电磁炉PD2001（带汤锅， 炒锅),"德国SKG, 多功能, 触摸, 板, 电磁炉, PD2001, （, 带, 汤锅, ，, 炒锅, )",德国skg,1,"板, 电磁炉",2,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10947510,
德国SKG 电磁炉 PD202,"德国SKG, 电磁炉, PD202",德国skg,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10985576,
德国SKG 电磁炉 PJ202,"德国SKG, 电磁炉, PJ202",德国skg,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10985587,
德国SKG 电陶炉（送烤盘烤架） SD-1202,"德国SKG, 电, 陶, 炉, （, 送, 烤, 盘, 烤架, ）, SD-1202",德国skg,1,,0,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10985689,
德国SKG 电陶炉（送烤盘烤架） SD-1602,"德国SKG, 电, 陶, 炉, （, 送, 烤, 盘, 烤架, ）, SD-1602",德国skg,1,,0,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,德国SKG,10985690,
新飞 智能电磁炉 XF20-G30（触摸式含汤锅),"新飞, 智能, 电磁炉, XF20-G30, （, 触摸式, 含, 汤锅, )",新飞,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,新飞,11105149,
格兰仕 大平板 2100W 电磁炉,"格兰仕, 大, 平板, 2100W, 电磁炉",格兰仕,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,格兰仕,10872409,
格兰仕电磁炉CH2065黑,"格兰仕, 电磁炉, CH2065, 黑",格兰仕,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,格兰仕,9987784,
格兰仕电磁炉CH2114C,"格兰仕, 电磁炉, CH2114C",格兰仕,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,格兰仕,10002729,
格兰仕电磁炉CH2122E,"格兰仕, 电磁炉, CH2122E",格兰仕,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,格兰仕,9988094,
格兰仕电磁炉CH2176H,"格兰仕, 电磁炉, CH2176H",格兰仕,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,格兰仕,9988083,
海尔 电磁炉(黑色 CH2122 整板触摸屏，大功率送汤锅炒锅),"海尔, 电磁炉, (, 黑色, CH2122, 整, 板, 触摸屏, ，, 大功率, 送, 汤锅, 炒锅, )",海尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,海尔,517055,
海尔电磁炉CH2011/02(附赠汤锅),"海尔, 电磁炉, CH2011/02, (, 附赠, 汤锅, )",海尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,海尔,151564,
海尔电磁炉CH2112/02(附赠汤锅),"海尔, 电磁炉, CH2112/02, (, 附赠, 汤锅, )",海尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,海尔,173206,
海尔电磁炉CH2113/02(附赠汤锅),"海尔, 电磁炉, CH2113/02, (, 附赠, 汤锅, )",海尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,海尔,173228,
真空袋(海尔赠品),"真空, 袋, (, 海尔, 赠品, )",,0,,0,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,海尔,161046,
科立泰微电脑电磁炉QLT-C130,"科立泰, 微电脑, 电磁炉, QLT-C130",科立泰,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,科立泰,9830960,
科立泰微电脑电磁炉QLT-C131,"科立泰, 微电脑, 电磁炉, QLT-C131",科立泰,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,科立泰,9830971,
科立泰微电脑电磁炉QLT-C200C,"科立泰, 微电脑, 电磁炉, QLT-C200C",科立泰,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,科立泰,9831009,
科立泰微电脑电磁炉QLT-C20S,"科立泰, 微电脑, 电磁炉, QLT-C20S",科立泰,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,科立泰,9830982,
科立泰微电脑电磁炉QLT-Ｃ２０Ｙ,"科立泰, 微电脑, 电磁炉, QLT, -, Ｃ, ２０, Ｙ",科立泰,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,科立泰,9830993,
美的 电磁炉 SK2101,"美的, 电磁炉, SK2101",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,10179712,
美的 电磁炉 ST2106,"美的, 电磁炉, ST2106",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,9630415,
美的 电磁炉 ST2118,"美的, 电磁炉, ST2118",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,9630426,
美的 电磁炉 ST2125 (含汤锅、炒锅、不锈钢蒸笼),"美的, 电磁炉, ST2125, (, 含, 汤锅, 、, 炒锅, 、, 不锈钢, 蒸笼, )",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,10577590,
美的电磁炉 SK2002,"美的, 电磁炉, SK2002",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,10100206,
美的电磁炉C21-SK2103,"美的, 电磁炉, C21-SK2103",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,279458,
美的电磁炉C21-SK2113,"美的, 电磁炉, C21-SK2113",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,279505,
美的电磁炉EK1001,"美的, 电磁炉, EK1001",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,10028703,
美的电磁炉SK2105 (含汤锅、炒锅),"美的, 电磁炉, SK2105, (, 含, 汤锅, 、, 炒锅, )",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,536856,
美的电磁炉SN216D(含汤锅炒锅),"美的, 电磁炉, SN216D, (, 含, 汤锅, 炒锅, )",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,299945,
美的电磁炉ST2101,"美的, 电磁炉, ST2101",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,467710,
美的电磁炉ST2133,"美的, 电磁炉, ST2133",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,9738583,
美的电磁炉ST2133?,"美的, 电磁炉, ST2133, ?",美的,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,美的,10036983,
苏泊尔 电磁炉 SDHS41-210,"苏泊尔, 电磁炉, SDHS41-210",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,9591064,
苏泊尔 电磁炉 SDHS42-210,"苏泊尔, 电磁炉, SDHS42-210",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,9591075,
苏泊尔 电磁炉 SDHS46-210,"苏泊尔, 电磁炉, SDHS46-210",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,9591053,
苏泊尔 电磁炉 SDHS48-210,"苏泊尔, 电磁炉, SDHS48-210",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,9591086,
苏泊尔电磁炉SDHA01,"苏泊尔, 电磁炉, SDHA01",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,10167223,
苏泊尔电磁炉SDHC02,"苏泊尔, 电磁炉, SDHC02",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,10167245,
苏泊尔电磁炉SDHC04,"苏泊尔, 电磁炉, SDHC04",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,10167267,
苏泊尔电磁炉SDHC06,"苏泊尔, 电磁炉, SDHC06",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,10167278,
苏泊尔电磁炉SDHC07,"苏泊尔, 电磁炉, SDHC07",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,10167289,
苏泊尔电磁炉SDHJ02,"苏泊尔, 电磁炉, SDHJ02",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,10167234,
苏泊尔电磁炉SDHJ04,"苏泊尔, 电磁炉, SDHJ04",苏泊尔,1,电磁炉,1,0-950560-950562-950575:手机数码电脑、家电-厨用家电-电磁炉,苏泊尔,10167256,
三洋SANYO   平台微波炉EM-F2108MB1,"三洋, SANYO, 平台, 微波炉, EM-F2108MB1",三洋,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,三洋SANYO,477269,
三洋SANYO   平台微波炉EM-F2108MS1,"三洋, SANYO, 平台, 微波炉, EM-F2108MS1",三洋,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,三洋SANYO,477258,
三洋SANYO   数码平台微波炉EM-F2108EB1,"三洋, SANYO, 数码, 平台, 微波炉, EM-F2108EB1",三洋,1,"数码, 微波炉",2,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,三洋SANYO,477270,
三洋SANYO   数码平台微波炉EM-J2109EB2,"三洋, SANYO, 数码, 平台, 微波炉, EM-J2109EB2",三洋,1,"数码, 微波炉",2,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,三洋SANYO,477292,
松下小平板系列微波炉NN-GF339MXPE,"松下, 小, 平板, 系列, 微波炉, NN-GF339MXPE",松下,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096192,
松下小平板系列微波炉NN-GF349MXPE,"松下, 小, 平板, 系列, 微波炉, NN-GF349MXPE",松下,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096205,
松下小平板系列微波炉NN-SF329HXPE,"松下, 小, 平板, 系列, 微波炉, NN-SF329HXPE",松下,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096181,
松下微波炉NN-GF599MXPE,"松下, 微波炉, NN-GF599MXPE",松下,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096078,
松下微波炉NN-GS575WXPE,"松下, 微波炉, NN-GS575WXPE",松下,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096114,
松下微波炉NN-GS587MXPE,"松下, 微波炉, NN-GS587MXPE",松下,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096089,
松下微波炉NN-GS597MXPE,"松下, 微波炉, NN-GS597MXPE",松下,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096090,
松下横拉门平板系列微波炉NN-GF539WXPE,"松下, 横, 拉, 门, 平板, 系列, 微波炉, NN-GF539WXPE",松下,1,"门, 微波炉",2,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,松下,10096169,
格兰仕 光波 微波炉 G70D20CN1P-D2(S0),"格兰仕, 光波, 微波炉, G70D20CN1P, -, D2, (, S0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,10690616,
格兰仕 光波 微波炉 大平板无转盘 G80W23YCSL-Q3(R0),"格兰仕, 光波, 微波炉, 大, 平板, 无, 转盘, G80W23YCSL-Q3, (, R0, )",格兰仕,1,"微波炉, 转盘",2,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,10690581,
格兰仕 光波 微波炉 平板无转盘 G80F23DCSL-F7(R0),"格兰仕, 光波, 微波炉, 平板, 无, 转盘, G80F23DCSL-F7, (, R0, )",格兰仕,1,"微波炉, 转盘",2,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,10690627,
格兰仕 微波炉P70D10EP-QA(P0) 圆形,"格兰仕, 微波炉, P70D10EP-QA, (, P0, ), 圆形",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,11064236,
格兰仕微波炉D90D34ESXLRII-Y8(S0),"格兰仕, 微波炉, D90D34ESXLRII-Y8, (, S0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,9988118,
格兰仕微波炉G80D23CN1P-G5(S0),"格兰仕, 微波炉, G80D23CN1P-G5, (, S0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,9987999,
格兰仕微波炉G80D23CSP-B5(B0),"格兰仕, 微波炉, G80D23CSP-B5, (, B0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,9987955,
格兰仕微波炉G80F20CN1L-DG(S0),"格兰仕, 微波炉, G80F20CN1L, -, DG, (, S0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,9987933,
格兰仕微波炉G80F20CN2L-B8(S0),"格兰仕, 微波炉, G80F20CN2L-B8, (, S0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,9987944,
格兰仕微波炉G80F23CN2L-Q6(R0),"格兰仕, 微波炉, G80F23CN2L-Q6, (, R0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,9987988,
格兰仕微波炉G80F23CN2P-BM1(S0),"格兰仕, 微波炉, G80F23CN2P-BM1, (, S0, )",格兰仕,1,微波炉,1,0-950560-950562-950576:手机数码电脑、家电-厨用家电-微波炉,格兰仕,9988005,
