商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
百利威奇思妙想积木 88059,"百利威, 奇, 思, 妙想, 积木, 88059",百利威,1,积木,1,0-17722-17773-17777:玩具、图书音像-积木/拼插玩具-堆叠积木,百利威,9617327,积木
凯仕达 超级手舞足蹈跳舞毯 带手感应器,"凯仕达, 超级, 手舞足蹈, 跳舞毯, 带, 手, 感应器",凯仕达,1,"跳舞毯, 感应器",2,0-17722-17784-17785:玩具、图书音像-运动户外-体育玩具,凯仕达,10169945,跳舞毯
奥迪双钻 火力少年王3 悠悠球 暴风超音 何顺用球 675214,"奥迪双钻, 火力, 少年, 王, 3, 悠悠球, 暴风, 超音, 何, 顺, 用, 球, 675214",奥迪双钻,1,悠悠球,1,0-17722-17784-17785:玩具、图书音像-运动户外-体育玩具,奥迪双钻,10680327,悠悠球
INTEX泳校游泳背心,"INTEX, 泳, 校, 游泳, 背心",intex,1,"游泳, 背心",2,0-17722-17784-17787:玩具、图书音像-运动户外-游泳及沙滩玩具,INTEX,212533,
盛阳 沙滩船927(3C证),"盛阳, 沙滩, 船, 927, (, 3C, 证, )",盛阳,1,,0,0-17722-17784-17787:玩具、图书音像-运动户外-游泳及沙滩玩具,盛阳,9831714,
变形金刚  电影2加强级挡泥板H8397192466,"变形金刚, 电影, 2, 加强, 级, 挡泥板, H8397192466",变形金刚,1,"电影, 挡泥板",2,0-17722-17789-17790:玩具、图书音像-卡通动漫角色-变形金刚,变形金刚,9703791,
孩之宝 变形金刚电影2加强级转轮H8397191612,"孩之宝, 变形金刚, 电影, 2, 加强, 级, 转轮, H8397191612",孩之宝,1,电影,1,0-17722-17789-17790:玩具、图书音像-卡通动漫角色-变形金刚,孩之宝,9627503,
孩之宝 变形金刚电影2联盟大黄蜂和SAM H839739512,"孩之宝, 变形金刚, 电影, 2, 联盟, 大黄蜂, 和, SAM, H839739512",孩之宝,1,电影,1,0-17722-17789-17790:玩具、图书音像-卡通动漫角色-变形金刚,孩之宝,9767117,
万代（BANBAI)BB308三国09 孔明灵格斯-600,"万代, （, BANBAI, ), BB308, 三国, 09, 孔明, 灵, 格, 斯, -, 600",万代,1,,0,0-17722-17789-17791:玩具、图书音像-卡通动漫角色-万代,万代（BANBAI)-三国,9636946,
万代（BANBAI)BB327三国25 曹丕敢达-600,"万代, （, BANBAI, ), BB327, 三国, 25, 曹丕, 敢, 达, -, 600",万代,1,,0,0-17722-17789-17791:玩具、图书音像-卡通动漫角色-万代,万代（BANBAI)-三国,9637267,
玩具总动员3-巴斯光年的导弹发射器,"玩具总动员3, -, 巴, 斯, 光, 年的, 导弹, 发射器",玩具总动员3,1,,0,0-17722-17789-17792:玩具、图书音像-卡通动漫角色-玩具总动员,玩具总动员,9765917,
托马斯磁性字母学习画板,"托马斯, 磁性, 字母, 学习, 画板",托马斯,1,"学习, 画板",2,0-17722-17789-17793:玩具、图书音像-卡通动漫角色-托马斯及朋友,托马斯和他的朋友们,10692496,"学习, 画板"
原创动力喜羊羊与灰太狼游乐玩具-美羊羊与摩托车,"原创动力, 喜羊羊与灰太狼, 游乐, 玩具, -, 美, 羊, 羊, 与, 摩托车",原创动力,1,"游乐, 玩具, 摩托车",3,0-17722-17789-17798:玩具、图书音像-卡通动漫角色-喜羊羊及灰太狼,原创动力,9634246,
原创动力美羊羊电动泡泡枪,"原创动力, 美, 羊, 羊, 电动, 泡泡, 枪",原创动力,1,"电动, 枪",2,0-17722-17789-17798:玩具、图书音像-卡通动漫角色-喜羊羊及灰太狼,原创动力,9634359,
HELLO KITTY 250块拼图-沙滩畅泳,"HELLO, KITTY, 250, 块, 拼图, -, 沙滩, 畅, 泳",,0,拼图,1,0-17722-17789-17851:玩具、图书音像-卡通动漫角色-Hello Kitty,HELLO KITTY,10111496,拼图
HELLO KITTY 250块拼图-街角花店,"HELLO, KITTY, 250, 块, 拼图, -, 街角, 花店",,0,拼图,1,0-17722-17789-17851:玩具、图书音像-卡通动漫角色-Hello Kitty,HELLO KITTY,10111521,拼图
HELLO KITTY 街角物语-游乐场,"HELLO, KITTY, 街角, 物语, -, 游乐场",游乐场,1,游乐场,1,0-17722-17789-17851:玩具、图书音像-卡通动漫角色-Hello Kitty,HELLO KITTY,10048790,
海绵宝宝 彩印环保EVA儿童组合爬行地垫-宝宝爱运动 140cm*140cm,"海绵宝宝, 彩印, 环保, EVA, 儿童, 组合, 爬行, 地垫, -, 宝宝, 爱, 运动, 140cm, *, 140cm",海绵宝宝,1,"环保, eva, 地垫",3,0-17722-17789-17852:玩具、图书音像-卡通动漫角色-海绵宝宝,海绵宝宝,9842926,地垫
海绵宝宝 环保EVA大片装地垫-快乐的海绵宝宝 60cm*60cm,"海绵宝宝, 环保, EVA, 大片, 装, 地垫, -, 快, 乐的, 海绵宝宝, 60cm, *, 60cm",海绵宝宝,1,"环保, eva, 地垫",3,0-17722-17789-17852:玩具、图书音像-卡通动漫角色-海绵宝宝,海绵宝宝,9842937,地垫
花园宝宝 移动飞飞鱼,"花园宝宝, 移动, 飞, 飞鱼",花园宝宝,1,移动,1,0-17722-17789-17854:玩具、图书音像-卡通动漫角色-花园宝宝,花园宝宝,10225022,
迪士尼 米奇头背包 20cm+凯艺09DL001多丽兔子,"迪士尼, 米奇, 头, 背包, 20cm, +, 凯, 艺, 09DL001, 多丽, 兔子",迪士尼,1,背包,1,0-17722-17789-17855:玩具、图书音像-卡通动漫角色-迪士尼,迪士尼,10794497,背包
益生贝美 太阳花儿童拖鞋 20cm,"益生贝美, 太阳花, 儿童, 拖鞋, 20cm",益生贝美,1,"太阳花, 拖鞋",2,0-17722-17789-18164:玩具、图书音像-卡通动漫角色-益生贝美,益生贝美,9829327,拖鞋
芭比 时尚公主之舞会系列R4108,"芭比, 时尚, 公主, 之, 舞会, 系列, R4108",芭比,1,,0,0-17722-17799-17800:玩具、图书音像-娃娃玩具-芭比娃娃,芭比,10097413,
芭比 美人鱼历险记之冲浪女孩R6847,"芭比, 美人鱼, 历险记, 之, 冲浪, 女孩, R6847",芭比,1,冲浪,1,0-17722-17799-17800:玩具、图书音像-娃娃玩具-芭比娃娃,芭比,10097275,
芭比 魔力水漾设计师R4279,"芭比, 魔力, 水, 漾, 设计师, R4279",芭比,1,水,1,0-17722-17799-17800:玩具、图书音像-娃娃玩具-芭比娃娃,芭比,10097162,
芭比电影公主凯莉小公主N5026,"芭比, 电影, 公主, 凯莉, 小公主, N5026",芭比,1,电影,1,0-17722-17799-17800:玩具、图书音像-娃娃玩具-芭比娃娃,芭比,9560683,
芭比芭比时尚设计师闪耀女孩芭比N4821,"芭比, 芭比, 时尚, 设计师, 闪耀, 女孩, 芭比, N4821",芭比,1,,0,0-17722-17799-17800:玩具、图书音像-娃娃玩具-芭比娃娃,芭比,9561108,
迪士尼 果味润唇膏D21892,"迪士尼, 果味, 润, 唇膏, D21892",迪士尼,1,唇膏,1,0-17722-17799-17801:玩具、图书音像-娃娃玩具-迪士尼公主,迪士尼,9988696,唇膏
乐吉儿 Lelia 梦幻公主L0004C,"乐吉儿, lelia, 梦幻, 公主, L0004C",乐吉儿,1,,0,0-17722-17799-17802:玩具、图书音像-娃娃玩具-新奇娃娃,乐吉儿,10280123,
皮皮熊 爱菲菲 智能早教机,"皮皮熊, 爱, 菲, 菲, 智能, 早教机",皮皮熊,1,早教机,1,0-17722-17799-17807:玩具、图书音像-娃娃玩具-语音智能娃娃,皮皮熊,10001293,早教机
小菠莉 叠叠乐商场N4551,"小菠莉, 叠叠乐, 商场, N4551",,0,"小菠莉, 叠叠乐",2,0-17722-17799-17845:玩具、图书音像-娃娃玩具-小菠莉,POLLY POCKET 小菠莉,9561608,
