商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
康佳（KONKA)LC32HS62B 32英寸 高清电视,"康佳, （, KONKA, ), LC32HS62B, 32, 英寸, 高清, 电视",康佳,1,"高清, 电视",2,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,康佳,11144948,电视
海信40寸LCD液晶电视TLM40V86PKV,"海信, 40, 寸, LCD液晶电视, TLM40V86PKV",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10046089,LCD液晶电视
海信42寸LCD液晶电视TLM42V86PKV,"海信, 42, 寸, LCD液晶电视, TLM42V86PKV",海信,1,,0,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,海信,10046090,LCD液晶电视
清华同方（THTF）LED-46TX2800 46英寸 智能3D网络LED电视,"清华同方, （, THTF, ）, LED-46TX2800, 46, 英寸, 智能, 3D, 网络, LED, 电视",清华同方,1,"网络, led, 电视",3,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,清华同方,11097782,电视
索尼32寸LCD液晶电视机 32BX205,"索尼, 32, 寸, LCD, 液晶, 电视机, 32BX205",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,9662844,液晶
索尼40寸LCD液晶电视机40BX421/3/5(团购),"索尼, 40, 寸, LCD, 液晶, 电视机, 40BX421/3/5, (, 团, 购, )",索尼,1,液晶,1,0-950560-950628-950629:手机数码电脑、家电-大家电-平板电视,索尼,10702439,液晶
大金 S系列柜式（R410A) 2.5匹空调机 FVXS60GV2CW 仅限上海地区销售,"大金, S, 系列, 柜式, （, R410A, ), 2.5, 匹, 空调机, FVXS60GV2CW, 仅限, 上海, 地区, 销售",大金,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,大金,9632284,空调机
大金空调吸顶机FCY125DQV2C,"大金, 空调, 吸, 顶, 机, FCY125DQV2C",大金,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,大金,10955176,空调
小天鹅（little swan） 天睿系列3级能效1P变频空调KFR-26GW/J1(BDN1)-3经典钛灰色限上海,"小天鹅, （, little, swan, ）, 天, 睿, 系列, 3, 级, 能, 效, 1P, 变频空调, KFR-26GW/J1, (, BDN1, ), -3, 经典, 钛, 灰色, 限, 上海",小天鹅,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,小天鹅,11128646,变频空调
小天鹅（little swan） 天逸系列1.5P变频空调KFR-35GW/B1(BDN1)-4（新陶瓷白）限上海,"小天鹅, （, little, swan, ）, 天逸, 系列, 1.5P, 变频空调, KFR-35GW/B1, (, BDN1, ), -4, （, 新, 陶瓷, 白, ）, 限, 上海",小天鹅,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,小天鹅,11128851,变频空调
小天鹅（little swan） 节能魔方系列新3级能效3P冷暖柜机KFR-72LW/A3(D)-R3（月光白）限上海,"小天鹅, （, little, swan, ）, 节能, 魔方, 系列, 新, 3, 级, 能, 效, 3P, 冷暖, 柜机, KFR-72LW/A3, (, D, ), -R3, （, 月光, 白, ）, 限, 上海",小天鹅,1,魔方,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,小天鹅,11128908,魔方
格力 变频挂机空调 6赫兹月亮女神1匹 KFR-26GW/E(26541)FdNA1-N1（灰色） 仅限上海地区销售,"格力, 变频, 挂机, 空调, 6, 赫兹, 月亮, 女神, 1, 匹, KFR-26GW/E, (, 26541, ), FdNA1-N1, （, 灰色, ）, 仅限, 上海, 地区, 销售",格力,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,格力,9618364,空调
格力 变频挂机空调 CHANGE谦者1匹 KFR-26GW/(26550)FNAa-3 仅限上海地区销售,"格力, 变频, 挂机, 空调, CHANGE, 谦, 者, 1, 匹, KFR-26GW, /, (, 26550, ), FNAa-3, 仅限, 上海, 地区, 销售",格力,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,格力,9618386,空调
格力 变频柜机 王者至尊 2匹KFR-50LW/(50533L )FNAa-2 仅限上海地区销售,"格力, 变频, 柜机, 王者, 至尊, 2, 匹, KFR-50LW, /, (, 50533L, ), FNAa-2, 仅限, 上海, 地区, 销售",格力,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,格力,9621038,
格力1.5PU铂变频空调KFR-32GW/(32561)FNBa-2（红色）,"格力, 1.5, PU, 铂, 变频空调, KFR-32GW, /, (, 32561, ), FNBa-2, （, 红色, ）",格力,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,格力,11106200,变频空调
格力1.5PU雅定频空调KFR-32GW/(35561)Ca-2（白色）,"格力, 1.5, PU, 雅, 定, 频, 空调, KFR-32GW, /, (, 35561, ), Ca-2, （, 白色, ）",格力,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,格力,11105478,空调
格力1PU雅定频空调KFR-26GW/(35561)Ca-2（银色）,"格力, 1, PU, 雅, 定, 频, 空调, KFR-26GW, /, (, 35561, ), Ca-2, （, 银色, ）",格力,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,格力,11105434,空调
格力2P王者风尚变频空调KFR-50LW/(50522)FNAa-2（灰色）,"格力, 2P, 王者, 风尚, 变频空调, KFR-50LW, /, (, 50522, ), FNAa-2, （, 灰色, ）",格力,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,格力,10803540,变频空调
美的（Midea）好梦星E2型1P冷暖空调(新三级能效)KFR-26GW/DY-E2(R3)(月光白)限上海地区销售,"美的, （, Midea, ）, 好梦, 星, E2, 型, 1P, 冷暖空调, (, 新, 三, 级, 能, 效, ), KFR-26GW/DY, -, E2, (, R3, ), (, 月光, 白, ), 限, 上海, 地区, 销售",美的,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,美的,11063506,冷暖空调
美的（Midea）银河E180系列3P全直流变频柜机  KFR-72LW/BP2DN1Y-E1(2)限上海地区,"美的, （, Midea, ）, 银河, E180, 系列, 3P, 全, 直流, 变频, 柜机, KFR-72LW/BP2DN1Y-E1, (, 2, ), 限, 上海, 地区",美的,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,美的,11067611,
美的（Midea）高能星IB型1P冷暖空调(新三级能效)KFR-26GW/DY-IB(R3)(白色)限上海地区销售,"美的, （, Midea, ）, 高能, 星, IB, 型, 1P, 冷暖空调, (, 新, 三, 级, 能, 效, ), KFR-26GW/DY-IB, (, R3, ), (, 白色, ), 限, 上海, 地区, 销售",美的,1,,0,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,美的,11063471,冷暖空调
长虹1P空调KFR-25GW/DHT1(W1-H)+1,"长虹, 1P, 空调, KFR-25GW/DHT1, (, W1-H, ), +1",长虹,1,空调,1,0-950560-950628-950630:手机数码电脑、家电-大家电-空调,长虹,10952280,空调
星星冷柜 BD/BC-256JH,"星星, 冷柜, BD/BC-256JH",星星,1,,0,0-950560-950628-950631:手机数码电脑、家电-大家电-冰箱,星星,10246681,冷柜
海尔BCD-215AD L节能、电脑双循环冰箱,"海尔, BCD-215AD, L, 节能, 、, 电脑, 双循环, 冰箱",海尔,1,"电脑, 冰箱",2,0-950560-950628-950631:手机数码电脑、家电-大家电-冰箱,海尔,10041857,冰箱
海尔冰箱BCD-258WB X,"海尔, 冰箱, BCD-258WB, X",海尔,1,冰箱,1,0-950560-950628-950631:手机数码电脑、家电-大家电-冰箱,海尔,10874176,冰箱
海尔卡萨帝冰箱BCD-318WS CV,"海尔, 卡萨帝, 冰箱, BCD-318WS, CV",海尔,1,冰箱,1,0-950560-950628-950631:手机数码电脑、家电-大家电-冰箱,海尔,10874143,冰箱
TCL全自动波轮洗衣机XQB50-188SA,"TCL, 全自动, 波轮洗衣机, XQB50-188SA",tcl,1,,0,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,TCL,10437715,波轮洗衣机
samsung三星波轮洗衣机5.0kg钻石内筒波轮系列XQB50-Q85/XSC,"samsung, 三星, 波轮洗衣机, 5.0kg, 钻石, 内, 筒, 波, 轮, 系列, XQB50-Q85/XSC",samsung,1,钻石,1,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,三星,10079604,波轮洗衣机
samsung三星波轮洗衣机5.5kg钻石内筒飓风波轮系列XQB55-E85/XSC,"samsung, 三星, 波轮洗衣机, 5.5kg, 钻石, 内, 筒, 飓, 风波, 轮, 系列, XQB55-E85/XSC",samsung,1,钻石,1,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,三星,10079637,波轮洗衣机
小鸭迷你双缸洗衣机XPB50-68,"小鸭, 迷你, 双缸洗衣机, XPB50-68",小鸭,1,,0,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,小鸭,10076730,双缸洗衣机
松下 干衣机 NH-2010TU,"松下, 干衣机, NH-2010TU",松下,1,干衣机,1,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,松下,9593833,干衣机
松下 滚筒洗衣机 XQG60-V61GS,"松下, 滚筒洗衣机, XQG60-V61GS",松下,1,,0,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,松下,9593913,滚筒洗衣机
松下 滚筒洗衣机 XQG60-V63GS,"松下, 滚筒洗衣机, XQG60-V63GS",松下,1,,0,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,松下,9593935,滚筒洗衣机
海尔双缸洗衣机XPB80-187BS FM,"海尔, 双缸洗衣机, XPB80-187, BS, FM",海尔,1,fm,1,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,海尔,10024949,双缸洗衣机
西门子洗衣机WM07X060,"西门子, 洗衣机, WM07X060",西门子,1,洗衣机,1,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,西门子,10700364,洗衣机
西门子洗衣机WM07X060TI（白色）,"西门子, 洗衣机, WM07X060TI, （, 白色, ）",西门子,1,洗衣机,1,0-950560-950628-950632:手机数码电脑、家电-大家电-洗衣机,西门子,11221333,洗衣机
海尔手机,"海尔, 手机",海尔,1,手机,1,0-950560-950628-950635:手机数码电脑、家电-大家电-其他大家电/配件,海尔,10673979,手机
特百惠健康营养餐组合三件套,"特百惠, 健康, 营养, 餐, 组合, 三件套",特百惠,1,"健康, 营养",2,0-950560-950628-950635:手机数码电脑、家电-大家电-其他大家电/配件,特百惠,10643251,
NFA 8332-7L车用冷暖箱,"NFA, 8332-7L, 车, 用, 冷暖箱",nfa,1,车,1,0-950560-950634-950636:手机数码电脑、家电-车载用品-车用电器,NFA,9627003,冷暖箱
NFA 8333-12L车用冷暖箱,"NFA, 8333-12L, 车, 用, 冷暖箱",nfa,1,车,1,0-950560-950634-950636:手机数码电脑、家电-车载用品-车用电器,NFA,9627025,冷暖箱
贝尔金Belkin iPod USB充电器F8Z121zh,"贝尔金, Belkin, ?Pod, USB, 充电器, F8Z121, zh",贝尔金,1,充电器,1,0-950560-950634-950636:手机数码电脑、家电-车载用品-车用电器,贝尔金Belkin,11456841,充电器
中恒 DEC X1D-KIT GPS导航仪,"中恒, DEC, X1D-KIT, GPS导航仪",中恒,1,gps导航仪,1,0-950560-950634-950641-950648:手机数码电脑、家电-车载用品-GPS导航仪-车载GPS,中恒,11242981,gps导航仪
奥舒尔USB大功率车载充电器 -G10,"奥舒尔, USB, 大功率, 车载, 充电器, -G10",奥舒尔,1,充电器,1,0-950560-950634-950643:手机数码电脑、家电-车载用品-其他汽车用品,奥舒尔,10099920,充电器
爱图腾 汽车前挡标志静电贴 进口年检车贴 车贴宝四片装 汽车用品,"爱, 图腾, 汽, 车前, 挡, 标志, 静电, 贴, 进口, 年检车贴, 车, 贴, 宝, 四, 片, 装, 汽车用品",,0,"贴, 年检车贴, 车, 贴, 汽车用品",5,0-950560-950634-950643:手机数码电脑、家电-车载用品-其他汽车用品,爱图腾,11788140,年检车贴
佳能（Canon）数码相机A800（1000万像素，3.3倍光变，超高性价比）银色,"佳能, （, Canon, ）, 数码相机, A800, （, 1000, 万, 像素, ，, 3.3, 倍, 光, 变, ，, 超高, 性价比, ）, 银色",佳能,1,数码相机,1,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,佳能,10810192,数码相机
卡西欧数码相机EX-ZR10（黑色）,"卡西欧, 数码相机, EX-ZR10, （, 黑色, ）",卡西欧,1,数码相机,1,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,卡西欧,10694094,数码相机
卡西欧数码相机Z2300赠送相机包（粉色）,"卡西欧, 数码相机, Z2300, 赠送, 相机包, （, 粉色, ）",卡西欧,1,"数码相机, 相机包",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,卡西欧,10350717,数码相机
卡西欧数码相机Z800送相机包（粉色）,"卡西欧, 数码相机, Z800, 送, 相机包, （, 粉色, ）",卡西欧,1,"数码相机, 相机包",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,卡西欧,10350615,数码相机
尼康COOLPIX S3100（粉色）,"尼康, COOLPIX, S3100, （, 粉色, ）",尼康,1,,0,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,尼康,10875873,
松下（panasonic）数码相机 FH27数码相机(银),"松下, （, panasonic, ）, 数码相机, FH27, 数码相机, (, 银, )",松下,1,"数码相机, 数码相机",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,松下,11057913,"数码相机, 数码相机"
松下（panasonic）数码相机 FP5数码相机(银),"松下, （, panasonic, ）, 数码相机, FP5, 数码相机, (, 银, )",松下,1,"数码相机, 数码相机",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,松下,11058289,"数码相机, 数码相机"
松下（panasonic）数码相机 G2GK（14-42mm F3.5-5.6 ASPH ） 单反套机 （黑色）,"松下, （, panasonic, ）, 数码相机, G2, GK, （, 14-42mm, F, 3.5, -5.6, ASPH, ）, 单反, 套, 机, （, 黑色, ）",松下,1,"数码相机, gk",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,松下,10498745,数码相机
索尼数码相机W530送2G索尼原装记忆棒（粉色）,"索尼, 数码相机, W530, 送, 2G, 索尼, 原装, 记忆棒, （, 粉色, ）",索尼,1,"数码相机, 记忆棒",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,索尼,10694016,数码相机
索尼（sony）W570 便携相机 送4G索尼原装记忆棒（粉色）,"索尼, （, sony, ）, W570, 便携相机, 送, 4G, 索尼, 原装, 记忆棒, （, 粉色, ）",索尼,1,"便携相机, 记忆棒",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,索尼,10694061,便携相机
通用GE 数码相机 C1433 黑 1400万/3倍光学/2.4寸LCD/ AA电池,"通用, GE, 数码相机, C1433, 黑, 1400, 万, /3, 倍, 光学, /, 2.4, 寸, LCD, /, AA, 电池",通用,1,"数码相机, 电池",2,0-950560-950637-19291-19292:手机数码电脑、家电-数码电器-数码影像-便携相机,通用,11347287,数码相机
佳能EOS 1100D套机（EF-S 18-55mm f/3.5-5.6 IS II）红色,"佳能, EOS, 1100D, 套, 机, （, EF-S, 18-55mm, f, /, 3.5, -5.6, IS, II, ）, 红色",佳能,1,,0,0-950560-950637-19291-19293:手机数码电脑、家电-数码电器-数码影像-单反相机,佳能,10861220,
佳能单反相机EOS 550D KIT(EF-S18-55IS)高像素，低噪点，性价比高的中端单反,"佳能, 单反相机, EOS, 550D, KIT, (, EF-S18-55IS, ), 高, 像素, ，, 低, 噪, 点, ，, 性价比, 高的, 中, 端, 单反",佳能,1,单反相机,1,0-950560-950637-19291-19293:手机数码电脑、家电-数码电器-数码影像-单反相机,佳能,10093386,单反相机
尼康单反数码相机D700机身,"尼康, 单反, 数码相机, D700, 机身",尼康,1,数码相机,1,0-950560-950637-19291-19293:手机数码电脑、家电-数码电器-数码影像-单反相机,尼康,10400529,数码相机
三星数码摄像机U20黑色(全高清摄影）,"三星, 数码摄像机, U20, 黑色, (, 全, 高清, 摄影, ）",三星,1,数码摄像机,1,0-950560-950637-19291-19294:手机数码电脑、家电-数码电器-数码影像-数码摄像机,三星,10400676,数码摄像机
佳能（Canon）专业摄像机XF105,"佳能, （, Canon, ）, 专业, 摄像机, XF105",佳能,1,摄像机,1,0-950560-950637-19291-19294:手机数码电脑、家电-数码电器-数码影像-数码摄像机,佳能,10800518,摄像机
索尼数码摄像机SX85E（黑色）,"索尼, 数码摄像机, SX85E, （, 黑色, ）",索尼,1,数码摄像机,1,0-950560-950637-19291-19294:手机数码电脑、家电-数码电器-数码影像-数码摄像机,索尼,10855488,数码摄像机
爱国者 aigo 数码相框DPF807D,"爱国者, aigo, 数码相框, DPF807D",爱国者,1,数码相框,1,0-950560-950637-19291-19295:手机数码电脑、家电-数码电器-数码影像-数码相框,爱国者,11214145,数码相框
佳能单反镜头EF 75-300mm f/4-5.6 III USM远摄变焦镜头,"佳能, 单反镜头, EF, 75-300mm, f/4, -5.6, III, USM, 远摄变焦, 镜头",佳能,1,"单反镜头, 镜头",2,0-950560-950637-19291-19298:手机数码电脑、家电-数码电器-数码影像-单反镜头,佳能,10094607,"单反镜头, 镜头"
佳能（canon）FS数码摄像机 赠品（包括4G高速卡1张、三脚架、擦镜布、DV包等）,"佳能, （, canon, ）, FS, 数码摄像机, 赠品, （, 包括, 4G, 高速, 卡, 1, 张, 、, 三脚架, 、, 擦, 镜布, 、, DV, 包, 等, ）",佳能,1,数码摄像机,1,0-950560-950637-19291-19363:手机数码电脑、家电-数码电器-数码影像-其它数码影像配件,佳能,11427386,数码摄像机
金士顿4G Class4 microSDHC TF存储卡,"金士顿, 4G, Class4, microSDHC, TF, 存储, 卡",金士顿,1,存储,1,0-950560-950637-19299-19300-19356:手机数码电脑、家电-数码电器-数码配件-数码存储卡-TF(micro-SD)卡,金士顿,10180902,存储
SanDisk 闪迪 Micro SD 2G TF 手机存储卡,"SanDisk, 闪迪, micro, SD, 2G, TF, 手机, 存储, 卡",sandisk,1,"sd, 手机, 存储",3,0-950560-950637-19299-19300-19356:手机数码电脑、家电-数码电器-数码配件-数码存储卡-TF(micro-SD)卡,闪迪,10260294,"sd, 存储"
Kingmax 胜创 16G SD存储卡,"kingmax, 胜创, 16G, SD, 存储, 卡",kingmax,1,"sd, 存储",2,0-950560-950637-19299-19300-19357:手机数码电脑、家电-数码电器-数码配件-数码存储卡-SD卡,Kingmax 胜创,10181029,"sd, 存储"
SanDisk 闪迪 SDHC Class4 16G 蓝色 SD 存储卡,"SanDisk, 闪迪, SDHC, Class4, 16G, 蓝色, SD, 存储, 卡",sandisk,1,"sd, 存储",2,0-950560-950637-19299-19300-19357:手机数码电脑、家电-数码电器-数码配件-数码存储卡-SD卡,SanDisk 闪迪,10401737,"sd, 存储"
Sandisk 闪迪 Ultra 4G CF存储卡 30Mb/s,"sandisk, 闪迪, ultra, 4G, CF, 存储, 卡, 30Mb/s",sandisk,1,存储,1,0-950560-950637-19299-19300-19360:手机数码电脑、家电-数码电器-数码配件-数码存储卡-CF卡,SanDisk 闪迪,10368771,存储
Ithink 埃森客 B52基础版USB2.0系列 2.5” 320G  移动硬盘尊爵黑,"ithink, 埃森客, B52, 基础, 版, USB, 2.0, 系列, 2.5, ”, 320G, 移动硬盘, 尊, 爵, 黑",ithink,1,移动硬盘,1,0-950560-950637-19299-19301:手机数码电脑、家电-数码电器-数码配件-移动硬盘,埃森客,11219388,移动硬盘
Ithink 埃森客 B52基础版USB2.0系列 2.5” 500G  移动硬盘香槟金,"ithink, 埃森客, B52, 基础, 版, USB, 2.0, 系列, 2.5, ”, 500G, 移动硬盘, 香槟, 金",ithink,1,移动硬盘,1,0-950560-950637-19299-19301:手机数码电脑、家电-数码电器-数码配件-移动硬盘,埃森客,11219355,移动硬盘
Ithink 埃森客 B52基础版USB2.0系列 2.5” 750G  移动硬盘珍珠白,"ithink, 埃森客, B52, 基础, 版, USB, 2.0, 系列, 2.5, ”, 750G, 移动硬盘, 珍珠白",ithink,1,移动硬盘,1,0-950560-950637-19299-19301:手机数码电脑、家电-数码电器-数码配件-移动硬盘,埃森客,11219264,移动硬盘
Ithink 埃森客 B52基础版USB3.0系列 2.5” 320G  移动硬盘香槟金,"ithink, 埃森客, B52, 基础, 版, USB, 3.0, 系列, 2.5, ”, 320G, 移动硬盘, 香槟, 金",ithink,1,移动硬盘,1,0-950560-950637-19299-19301:手机数码电脑、家电-数码电器-数码配件-移动硬盘,埃森客,11219162,移动硬盘
巴比禄 移动硬盘 HD-PET320U2/RD-AP（宝石红）,"巴比禄, 移动硬盘, HD-PET320U2/RD, -, AP, （, 宝石, 红, ）",巴比禄,1,移动硬盘,1,0-950560-950637-19299-19301:手机数码电脑、家电-数码电器-数码配件-移动硬盘,巴比禄,9828540,移动硬盘
麦克赛尔黑尊移动硬盘（320G）,"麦克赛尔, 黑, 尊, 移动硬盘, （, 320G, ）",麦克赛尔,1,移动硬盘,1,0-950560-950637-19299-19301:手机数码电脑、家电-数码电器-数码配件-移动硬盘,麦克赛尔,10648416,移动硬盘
东芝U盘THU2PT-32G,"东芝, U盘, THU2PT-32G",东芝,1,u盘,1,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,东芝,10271951,u盘
东芝U盘THU2PT-4G,"东芝, U盘, THU2PT-4G",东芝,1,u盘,1,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,东芝,10271928,u盘
SILICON POWER 广颖电通Touch 810 晶钻碟 4GB U盘 暹罗红,"SILICON, POWER, 广颖电通, Touch, 810, 晶, 钻, 碟, 4GB, U盘, 暹罗, 红",silicon,1,"碟, u盘",2,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,广颖电通,11215886,"碟, u盘"
PNY 必恩威 兔年威盘 4G 优盘 甜心粉,"PNY, 必恩威, 兔年, 威, 盘, 4G, 优盘, 甜心, 粉",pny,1,"盘, 粉",2,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,必恩威,10686143,优盘
PNY 必恩威 威盘 标准版 16GB 优盘,"PNY, 必恩威, 威, 盘, 标准版, 16GB, 优盘",pny,1,盘,1,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,必恩威,10368806,优盘
PNY 必恩威 曲线盘 32GB 优盘 黄色,"PNY, 必恩威, 曲线, 盘, 32GB, 优盘, 黄色",pny,1,盘,1,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,必恩威,10402194,优盘
PNY 必恩威 纽约双子盘 甜心桃 4GB 优盘,"PNY, 必恩威, 纽约, 双子, 盘, 甜心, 桃, 4GB, 优盘",pny,1,盘,1,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,必恩威,10260501,优盘
PNY 必恩威 迷你商务盘 8GB 优盘 红色,"PNY, 必恩威, 迷你, 商务, 盘, 8GB, 优盘, 红色",pny,1,"商务, 盘",2,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,必恩威,10402058,优盘
Kingston 金士顿 DREAM GIRLS 4GB 限量版U盘,"kingston, 金士顿, DREAM, GIRLS, 4GB, 限量, 版, U盘",kingston,1,u盘,1,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,金士顿,11521598,u盘
Kingston 金士顿 DataTraveler Generation 3 (G3) 32GB 优盘 红白,"kingston, 金士顿, DataTraveler, generation, 3, (, G3, ), 32GB, 优盘, 红白",kingston,1,,0,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,金士顿,10364893,优盘
SanDisk Cruzer CZ50 8GB 优盘,"SanDisk, cruzer, CZ50, 8GB, 优盘",sandisk,1,,0,0-950560-950637-19299-19302:手机数码电脑、家电-数码电器-数码配件-U 盘,闪迪,10260385,优盘
宝罗（paull)相机包 BL-0006 黑,"宝罗, （, paull, ), 相机包, BL-0006, 黑",宝罗,1,相机包,1,0-950560-950637-19299-19306:手机数码电脑、家电-数码电器-数码配件-数码包,宝罗,11134433,相机包
移动硬盘保护包（黑色）,"移动硬盘, 保护, 包, （, 黑色, ）",,0,"移动硬盘, 保护",2,0-950560-950637-19299-19306:手机数码电脑、家电-数码电器-数码配件-数码包,西部数据,10787492,保护
8729 B90OT150SP/15寸液晶保护膜 适合4:3普屏,"8729, B90OT150SP/15, 寸, 液晶, 保护膜, 适合, 4, :, 3, 普, 屏",,0,液晶,1,0-950560-950637-19299-19307:手机数码电脑、家电-数码电器-数码配件-数码贴膜,8729,10040809,保护膜
金童 Kingtome KT501多合一读卡器（白黑）,"金童, kingtome, KT501, 多合一读卡器, （, 白, 黑, ）",金童,1,,0,0-950560-950637-19299-19309:手机数码电脑、家电-数码电器-数码配件-读卡器,金童,10180537,多合一读卡器
金童 Kingtome KT501多合一读卡器（蓝白）,"金童, kingtome, KT501, 多合一读卡器, （, 蓝, 白, ）",金童,1,,0,0-950560-950637-19299-19309:手机数码电脑、家电-数码电器-数码配件-读卡器,金童,10180548,多合一读卡器
金童 Kingtome KT201 MicroSDHC/T-Flash 读卡器 绿黄色,"金童, kingtome, KT201, MicroSDHC, /, T, -, Flash, 读卡器, 绿, 黄色",金童,1,"flash, 读卡器",2,0-950560-950637-19299-19309:手机数码电脑、家电-数码电器-数码配件-读卡器,金童 Kingtome,10180479,读卡器
Kingston 金士顿 SSDNow V系列 128G 2.5英寸 SATA-2接口 （SNV425-S2BD/128GB) SSD固态硬盘,"kingston, 金士顿, SSDNow, V, 系列, 128G, 2.5, 英寸, SATA-2, 接口, （, SNV425-S2BD/128GB, ), SSD, 固态硬盘",kingston,1,"接口, 固态硬盘",2,0-950560-950637-19299-19364:手机数码电脑、家电-数码电器-数码配件-其它数码配件,金士顿,10180800,固态硬盘
OPPO-MP4数码播放器S33(4G)（蔷薇粉）,"OPPO, -, MP4, 数码, 播放器, S33, (, 4G, ), （, 蔷薇, 粉, ）",oppo,1,"mp4, 数码",2,0-950560-950637-19310-19311:手机数码电脑、家电-数码电器-数码影音-MP3/MP4/苹果,OPPO,10272294,"mp4, 播放器"
台电（Teclast）C430+ 8GB 高清MP4播放器 （白色）,"台电, （, Teclast, ）, C430, +, 8GB, 高清, MP4, 播放器, （, 白色, ）",台电,1,"高清, mp4",2,0-950560-950637-19310-19311:手机数码电脑、家电-数码电器-数码影音-MP3/MP4/苹果,台电,10925210,"mp4, 播放器"
昂达（onda）VX343 2G MP3播放器 （白色）,"昂达, （, onda, ）, VX343, 2G, MP3, 播放器, （, 白色, ）",昂达,1,mp3,1,0-950560-950637-19310-19311:手机数码电脑、家电-数码电器-数码影音-MP3/MP4/苹果,昂达,10919003,"mp3, 播放器"
爱国者半岛铁盒 MK3568 4GB 白色,"爱国者, 半岛, 铁盒, MK3568, 4GB, 白色",爱国者,1,,0,0-950560-950637-19310-19311:手机数码电脑、家电-数码电器-数码影音-MP3/MP4/苹果,爱国者,10670696,
爱国者半岛铁盒 迈凯轮 MK3522 4GB 黑色,"爱国者, 半岛, 铁盒, 迈, 凯, 轮, MK3522, 4GB, 黑色",爱国者,1,,0,0-950560-950637-19310-19311:手机数码电脑、家电-数码电器-数码影音-MP3/MP4/苹果,爱国者,10636381,
爱国者半岛铁盒X1 4G 白色 7寸白色高清MP5电子书（送充电器）,"爱国者, 半岛, 铁盒, X1, 4G, 白色, 7, 寸, 白色, 高清, MP5, 电子书, （, 送, 充电器, ）",爱国者,1,"高清, 电子书",2,0-950560-950637-19310-19311:手机数码电脑、家电-数码电器-数码影音-MP3/MP4/苹果,爱国者,10936148,"MP5, 电子书"
