ProductName,SplitedWords,BrandWords,品牌数,CategoryWords,类别数,CategoryName,BrandName,ProductCode
乐扣乐扣600ml保鲜盒（白兰氏赠品）,"乐扣乐扣, 600ml, 保鲜盒, （, 白兰氏, 赠, 品, ）",乐扣乐扣,1,保鲜盒,1,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,9506905
白兰氏 传统鸡精口服液68ml*6瓶,"白兰氏,  , 传, 统, 鸡精, 口, 服, 液, 68ml, *, 6, 瓶",白兰氏,1,鸡精,1,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,115491
白兰氏 传统鸡精口服液68ml*6瓶(平安药网),"白兰氏,  , 传, 统, 鸡精, 口, 服, 液, 68ml, *, 6, 瓶, (, 平安, 药, 网, )",白兰氏,1,鸡精,1,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,10034910
白兰氏 传统鸡精口服液68ml*8瓶礼盒装,"白兰氏,  , 传, 统, 鸡精, 口, 服, 液, 68ml, *, 8, 瓶, 礼盒, 装",白兰氏,1,"鸡精, 礼盒",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,115515
白兰氏 传统鸡精口服液68ml*8瓶礼盒装(平安药网),"白兰氏,  , 传, 统, 鸡精, 口, 服, 液, 68ml, *, 8, 瓶, 礼盒, 装, (, 平安, 药, 网, )",白兰氏,1,"鸡精, 礼盒",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,10034921
白兰氏 当归鸡精68ml*6瓶,"白兰氏,  , 当归, 鸡精, 68ml, *, 6, 瓶",白兰氏,1,"当归, 鸡精",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,220688
白兰氏 当归鸡精68ml*8瓶礼盒装,"白兰氏,  , 当归, 鸡精, 68ml, *, 8, 瓶, 礼盒, 装",白兰氏,1,"当归, 鸡精, 礼盒",3,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,9506881
白兰氏 当归鸡精68ml*8瓶礼盒装(平安药网),"白兰氏,  , 当归, 鸡精, 68ml, *, 8, 瓶, 礼盒, 装, (, 平安, 药, 网, )",白兰氏,1,"当归, 鸡精, 礼盒",3,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,10035775
白兰氏 虫草鸡精68ml*6瓶,"白兰氏,  , 虫, 草, 鸡精, 68ml, *, 6, 瓶",白兰氏,1,鸡精,1,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,220677
白兰氏 虫草鸡精68ml*6瓶(平安药网),"白兰氏,  , 虫, 草, 鸡精, 68ml, *, 6, 瓶, (, 平安, 药, 网, )",白兰氏,1,鸡精,1,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,10034896
白兰氏 虫草鸡精68ml*8瓶礼盒装6906881311362,"白兰氏,  , 虫, 草, 鸡精, 68ml, *, 8, 瓶, 礼盒, 装, 6906881311362",白兰氏,1,"鸡精, 礼盒",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,115526
白兰氏 赢考鸡精饮品（添加枸杞子）68ml*7瓶(平安药网）022694,"白兰氏,  , 赢考, 鸡精, 饮品, （, 添, 加, 枸杞, 子, ）, 68ml, *, 7, 瓶, (, 平安, 药, 网, ）, 022694",白兰氏,1,"鸡精, 饮品",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,10102199
白兰氏传统鸡精68ml*6瓶004043,"白兰氏, 传, 统, 鸡精, 68ml, *, 6, 瓶, 004043",白兰氏,1,鸡精,1,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,9735131
白兰氏传统鸡精礼盒 40ml*8,"白兰氏, 传, 统, 鸡精, 礼盒,  , 40ml, *, 8",白兰氏,1,"鸡精, 礼盒",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,115504
白兰氏传统鸡精礼盒 40ml*8(平安药网),"白兰氏, 传, 统, 鸡精, 礼盒,  , 40ml, *, 8, (, 平安, 药, 网, )",白兰氏,1,"鸡精, 礼盒",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,10034954
白兰氏传统鸡精礼盒 40ml*8(赠品),"白兰氏, 传, 统, 鸡精, 礼盒,  , 40ml, *, 8, (, 赠, 品, )",白兰氏,1,"鸡精, 礼盒",2,0-8704-16172-17532:营养保健、健康器械-增强免疫/ 抗疲劳-鸡精,白兰氏,10632049
你滋美得螺旋藻复合粉7克×30包/盒,"你滋美得, 螺旋藻, 复合粉, 7, 克, ×, 30, 包, /, 盒",你滋美得,1,"螺旋藻, 盒",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,你滋美得,11103369
你滋美得螺旋藻复合粉体验组(复合粉7克×7包+杯子+手册）,"你滋美得, 螺旋藻, 复合粉, 体, 验, 组, (, 复合粉, 7, 克, ×, 7, 包, +, 杯, 子, +, 手册, ）",你滋美得,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,你滋美得,11103358
佳蓓  螺旋藻片   250mg×300片/瓶,"佳蓓,  ,  , 螺旋藻, 片,  ,  ,  , 250mg, ×, 300, 片, /, 瓶",佳蓓,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,佳蓓,9837847
佳蓓 螺旋藻片250mg×300片/瓶(平安药网）022278,"佳蓓,  , 螺旋藻, 片, 250mg, ×, 300, 片, /, 瓶, (, 平安, 药, 网, ）, 022278",佳蓓,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,佳蓓,10106373
健佰龄 螺旋藻片 250mg*60片（赠品）,"健佰龄,  , 螺旋藻, 片,  , 250mg, *, 60, 片, （, 赠, 品, ）",健佰龄,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,健佰龄,9560003
健佰龄 螺旋藻片（QS）0.28g*200片,"健佰龄,  , 螺旋藻, 片, （, qs, ）, 0.28g, *, 200, 片",健佰龄,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,健佰龄,11219888
健佰龄 螺旋藻软胶囊 60粒（独享价）,"健佰龄,  , 螺旋藻, 软, 胶, 囊,  , 60, 粒, （, 独, 享, 价, ）",健佰龄,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,健佰龄,515366
兴安来螺旋藻咀嚼片250mg×1000片,"兴安来, 螺旋藻, 咀, 嚼, 片, 250mg, ×, 1000, 片",兴安来,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,兴安来,10662198
兴安来螺旋藻咀嚼片250mg×500片,"兴安来, 螺旋藻, 咀, 嚼, 片, 250mg, ×, 500, 片",兴安来,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,兴安来,10661924
凯镛螺旋藻精片250mg*400片,"凯镛, 螺旋藻, 精, 片, 250mg, *, 400, 片",凯镛,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,凯镛,11377723
凯镛螺旋藻精片买三赠一促销装(250mg*400片*4瓶),"凯镛, 螺旋藻, 精, 片, 买, 三, 赠, 一, 促销装, (, 250mg, *, 400, 片, *, 4, 瓶, )",凯镛,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,凯镛,11377734
加利健螺旋藻片250mg×200粒,"加利健, 螺旋藻, 片, 250mg, ×, 200, 粒",加利健,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,加利健,11117014
加利善 螺旋藻营养片 250mg*300片019087,"加利善,  , 螺旋藻, 营养, 片,  , 250mg, *, 300, 片, 019087",加利善,1,"螺旋藻, 营养",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,加利善,9732472
*十一坊绿茶螺旋藻片500mg/片*100片022585,"*, 十一坊, 绿, 茶, 螺旋藻, 片, 500mg, /, 片, *, 100, 片, 022585",十一坊,1,"茶, 螺旋藻",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,十一坊,10103385
十一坊绿茶螺旋藻片500mg/片*100片,"十一坊, 绿, 茶, 螺旋藻, 片, 500mg, /, 片, *, 100, 片",十一坊,1,"茶, 螺旋藻",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,十一坊,574005
十一坊绿茶螺旋藻片500mg/片*30片(赠品),"十一坊, 绿, 茶, 螺旋藻, 片, 500mg, /, 片, *, 30, 片, (, 赠, 品, )",十一坊,1,"茶, 螺旋藻",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,十一坊,9567413
味丹 天然绿藻片200mg/粒*600粒,"味丹,  , 天, 然, 绿, 藻, 片, 200mg, /, 粒, *, 600, 粒",味丹,1,,0,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,味丹,10674110
味丹 黄金微藻500mg*120片/盒,"味丹,  , 黄金, 微, 藻, 500mg, *, 120, 片, /, 盒",味丹,1,"黄金, 盒",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,味丹,10674041
善元堂 螺旋藻片 250mg*460片014061,"善元堂,  , 螺旋藻, 片,  , 250mg, *, 460, 片, 014061",善元堂,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,善元堂,9732427
大森林 螺旋藻片 250mg*300片012694,"大森林,  , 螺旋藻, 片,  , 250mg, *, 300, 片, 012694",大森林,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,大森林,9732438
美国原装天然元螺旋藻胶囊695mg*30粒,"美国, 原, 装, 天然元, 螺旋藻, 胶, 囊, 695mg, *, 30, 粒",天然元,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,天然元,10950579
美国原装天然元螺旋藻胶囊695mg*90粒,"美国, 原, 装, 天然元, 螺旋藻, 胶, 囊, 695mg, *, 90, 粒",天然元,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,天然元,10091255
惠普生 螺旋藻营养片 0.25g*300片015918,"惠普生,  , 螺旋藻, 营养, 片,  , 0.25g, *, 300, 片, 015918",惠普生,1,"螺旋藻, 营养",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,惠普生,9732461
美国原装进口新生命螺旋藻复合胶囊500mg*200粒,"美国, 原, 装, 进, 口, 新生命, 螺旋藻, 复, 合, 胶, 囊, 500mg, *, 200, 粒",新生命,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,新生命,11364720
汤臣倍健 螺旋藻片 600mg*120片,"汤臣倍健,  , 螺旋藻, 片,  , 600mg, *, 120, 片",汤臣倍健,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,汤臣倍健,9735595
防辐射套装[汤臣倍健 螺旋藻片600mg*120片*2+华素片(西地碘含片)*2+一次性使用口罩*2],"防辐射, 套装, [, 汤臣倍健,  , 螺旋藻, 片, 600mg, *, 120, 片, *, 2, +, 华素片, (, 西, 地, 碘, 含, 片, ), *, 2, +, 一, 次, 性, 使, 用, 口罩, *, 2, ]",汤臣倍健,1,"防辐射, 套装, 螺旋藻, 口罩",4,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,汤臣倍健,10952939
浦健螺旋藻软胶囊1000mg*110粒/瓶,"浦健, 螺旋藻, 软, 胶, 囊, 1000mg, *, 110, 粒, /, 瓶",浦健,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,浦健,9688066
清华紫光三达紫光螺旋藻片（提高免疫力、抗辐射） 250mg×100片(赠品),"清华紫光, 三, 达, 紫光, 螺旋藻, 片, （, 提, 高, 免, 疫, 力, 、, 抗辐射, ）,  , 250mg, ×, 100, 片, (, 赠, 品, )",清华紫光,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,清华紫光,11398779
清华紫光三达紫光螺旋藻片（提高免疫力、抗辐射） 250mg×200片(赠品),"清华紫光, 三, 达, 紫光, 螺旋藻, 片, （, 提, 高, 免, 疫, 力, 、, 抗辐射, ）,  , 250mg, ×, 200, 片, (, 赠, 品, )",清华紫光,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,清华紫光,12091611
清华紫光金奥力牌三达紫光螺旋藻片(提高免疫力)250mg×1000片,"清华紫光金奥力, 牌, 三, 达, 紫光, 螺旋藻, 片, (, 提, 高, 免, 疫, 力, ), 250mg, ×, 1000, 片",清华紫光金奥力,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,清华紫光,11116395
清华紫光金奥力螺旋藻片（提高免疫力）礼盒 50g/瓶×3瓶,"清华紫光金奥力, 螺旋藻, 片, （, 提, 高, 免, 疫, 力, ）, 礼盒,  , 50g, /, 瓶, ×, 3, 瓶",清华紫光金奥力,1,"螺旋藻, 礼盒",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,清华紫光,11116806
渔夫堡螺旋藻咀嚼片(分享装)0.5g/片*30片,"渔夫堡, 螺旋藻, 咀, 嚼, 片, (, 分, 享, 装, ), 0.5g, /, 片, *, 30, 片",渔夫堡,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,渔夫堡,10882492
*澳琳达绿茶螺旋藻复合胶囊 550mg*120粒011382,"*, 澳琳达, 绿, 茶, 螺旋藻, 复, 合, 胶, 囊,  , 550mg, *, 120, 粒, 011382",澳琳达,1,"茶, 螺旋藻",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,澳琳达,9880904
澳琳达 绿茶螺旋藻复合胶囊120粒/瓶(平安药网),"澳琳达,  , 绿, 茶, 螺旋藻, 复, 合, 胶, 囊, 120, 粒, /, 瓶, (, 平安, 药, 网, )",澳琳达,1,"茶, 螺旋藻",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,澳琳达,10035526
澳琳达 绿茶螺旋藻复合胶囊550mg×120粒/瓶,"澳琳达,  , 绿, 茶, 螺旋藻, 复, 合, 胶, 囊, 550mg, ×, 120, 粒, /, 瓶",澳琳达,1,"茶, 螺旋藻",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,澳琳达,514636
禾生坊螺旋藻片0.28g/片×150片/瓶,"禾生坊, 螺旋藻, 片, 0.28g, /, 片, ×, 150, 片, /, 瓶",禾生坊,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,禾生坊,10645791
程海之星纯天然螺旋藻精片0.5g*336片,"程海之星, 纯, 天, 然, 螺旋藻, 精, 片, 0.5g, *, 336, 片",程海之星,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,程海之星,11377961
程海之星纯天然螺旋藻精片0.5g*336片*2桶,"程海之星, 纯, 天, 然, 螺旋藻, 精, 片, 0.5g, *, 336, 片, *, 2, 桶",程海之星,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,程海之星,11377972
程海湖螺旋藻0.25g×600片,"程海湖, 螺旋藻, 0.25g, ×, 600, 片",程海湖,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,程海湖,9767128
程海湖螺旋藻0.25g×600片(平安药网),"程海湖, 螺旋藻, 0.25g, ×, 600, 片, (, 平安, 药, 网, )",程海湖,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,程海湖,10035479
纽倍乐螺旋藻250mg*400片,"纽倍乐, 螺旋藻, 250mg, *, 400, 片",纽倍乐,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,纽倍乐,10645962
纽斯葆 天然螺旋藻片250mg*100片/瓶,"纽斯葆,  , 天, 然, 螺旋藻, 片, 250mg, *, 100, 片, /, 瓶",纽斯葆,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,纽斯葆,523295
纽斯葆 天然螺旋藻片250mg*100片/瓶(平安药网),"纽斯葆,  , 天, 然, 螺旋藻, 片, 250mg, *, 100, 片, /, 瓶, (, 平安, 药, 网, )",纽斯葆,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,纽斯葆,10035855
纽斯葆 天然螺旋藻片250mg*500片/罐,"纽斯葆,  , 天, 然, 螺旋藻, 片, 250mg, *, 500, 片, /, 罐",纽斯葆,1,"螺旋藻, 罐",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,纽斯葆,523308
纽斯葆 天然螺旋藻片250mg*500片/罐(平安药网）022710,"纽斯葆,  , 天, 然, 螺旋藻, 片, 250mg, *, 500, 片, /, 罐, (, 平安, 药, 网, ）, 022710",纽斯葆,1,"螺旋藻, 罐",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,纽斯葆,10102031
云南绿A  螺旋藻 300粒.022712,"云南, 绿, a,  ,  , 螺旋藻,  , 300, 粒, .022712",云南,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,绿A,10102019
云南绿A螺旋藻300粒(付款时输入lvadantong立减20元，换购除外),"云南, 绿, a, 螺旋藻, 300, 粒, (, 付, 款, 时, 输, 入, lvadantong, 立, 减, 20, 元, ，, 换, 购, 除, 外, )",云南,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,绿A,37672
云南绿A螺旋藻300粒*2罐(平安药网）022711,"云南, 绿, a, 螺旋藻, 300, 粒, *, 2, 罐, (, 平安, 药, 网, ）, 022711",云南,1,"螺旋藻, 罐",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,绿A,10102020
云南绿A螺旋藻300粒×2罐(付款时输入lvalihe11A立减50元，换购除外),"云南, 绿, a, 螺旋藻, 300, 粒, ×, 2, 罐, (, 付, 款, 时, 输, 入, lvalihe11a, 立, 减, 50, 元, ，, 换, 购, 除, 外, )",云南,1,"螺旋藻, 罐",2,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,绿A,37683
血压血脂调节黄金组合(云南绿A螺旋藻300粒*2罐+纽倍乐鱼油软胶囊1000mg*100粒),"血, 压, 血, 脂, 调, 节, 黄金, 组, 合, (, 云南, 绿, a, 螺旋藻, 300, 粒, *, 2, 罐, +, 纽倍乐, 鱼油, 软, 胶, 囊, 1000mg, *, 100, 粒, )",,0,黄金,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,绿A,10915603
血脂血压调节黄金组合(云南绿A螺旋藻300粒*2罐+健佰龄 鱼油90粒),"血, 脂, 血, 压, 调, 节, 黄金, 组, 合, (, 云南, 绿, a, 螺旋藻, 300, 粒, *, 2, 罐, +, 健佰龄,  , 鱼油, 90, 粒, )",,0,黄金,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,绿A,9528454
美澳健 螺旋藻胶囊 0.43g*150粒019566,"美澳健,  , 螺旋藻, 胶, 囊,  , 0.43g, *, 150, 粒, 019566",美澳健,1,螺旋藻,1,0-8704-16172-17534:营养保健、健康器械-增强免疫/ 抗疲劳-螺旋藻,美澳健,9732381
兴安来大豆乳清蛋白粉350g,"兴安来, 大, 豆乳, 清, 蛋白粉, 350g",兴安来,1,蛋白粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,兴安来,10662176
加利善 乳清蛋白粉 454g019073,"加利善,  , 乳, 清, 蛋白粉,  , 454g019073",加利善,1,蛋白粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,加利善,9733226
*十一坊乳清蛋白粉300g/罐022769,"*, 十一坊, 乳, 清, 蛋白粉, 300g, /, 罐, 022769",十一坊,1,"蛋白粉, 罐",2,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,十一坊,10036267
十一坊乳清蛋白粉300g/罐,"十一坊, 乳, 清, 蛋白粉, 300g, /, 罐",十一坊,1,"蛋白粉, 罐",2,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,十一坊,574072
美国原装天然元乳清蛋白粉（香草味）640克,"美国, 原, 装, 天然元, 乳, 清, 蛋白粉, （, 香, 草, 味, ）, 640, 克",天然元,1,蛋白粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,天然元,10091302
美国原装天然元乳清蛋白粉（香草味）礼盒640克,"美国, 原, 装, 天然元, 乳, 清, 蛋白粉, （, 香, 草, 味, ）, 礼盒, 640, 克",天然元,1,"蛋白粉, 礼盒",2,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,天然元,10734028
美国原装天然元老年乳清蛋白粉（无糖原味）640克,"美国, 原, 装, 天然元, 老, 年, 乳, 清, 蛋白粉, （, 无糖, 原, 味, ）, 640, 克",天然元,1,蛋白粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,天然元,10091313
康富来 高钙全乳清蛋白质粉200g*2,"康富来,  , 高钙, 全, 乳清蛋白质粉, 200g, *, 2",康富来,1,乳清蛋白质粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,康富来,480400
康比特 纯乳清蛋白粉  750g/桶,"康比特,  , 纯, 乳, 清, 蛋白粉,  ,  , 750g, /, 桶",康比特,1,蛋白粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,康比特,10199345
恒寿堂 乳清蛋白质粉礼盒装280g*2罐,"恒, 寿, 堂,  , 乳清蛋白质粉, 礼盒, 装, 280g, *, 2, 罐",,0,"乳清蛋白质粉, 礼盒, 罐",3,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,恒寿堂,191220
恒寿堂 乳清蛋白质粉礼盒装280g*2罐(平安药网)022774,"恒, 寿, 堂,  , 乳清蛋白质粉, 礼盒, 装, 280g, *, 2, 罐, (, 平安, 药, 网, ), 022774",,0,"乳清蛋白质粉, 礼盒, 罐",3,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,恒寿堂,10036198
惠普生 乳清蛋白粉 454克018264,"惠普生,  , 乳, 清, 蛋白粉,  , 454, 克, 018264",惠普生,1,蛋白粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,惠普生,9733237
渔夫堡乳清蛋白质粉  456g,"渔夫堡, 乳清蛋白质粉,  ,  , 456g",渔夫堡,1,乳清蛋白质粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,渔夫堡,10681433
渔夫堡乳清蛋白质粉15g(赠品),"渔夫堡, 乳清蛋白质粉, 15g, (, 赠, 品, )",渔夫堡,1,乳清蛋白质粉,1,0-8704-16172-17535:营养保健、健康器械-增强免疫/ 抗疲劳-乳清蛋白质粉,渔夫堡,10767336
ALOE鳕婴葆 鳕鱼肝油软胶囊 400mg*45粒019163,"aloe, 鳕, 婴, 葆,  , 鳕鱼肝油, 软, 胶, 囊,  , 400mg, *, 45, 粒, 019163",aloe,1,鳕鱼肝油,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,ALOE,9734401
*加利善鲨鱼肝油维他命AD软胶囊019083,"*, 加利善, 鲨鱼肝油, 维他, 命, ad, 软, 胶, 囊, 019083",加利善,1,鲨鱼肝油,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,加利善,9733260
*新西兰十一坊鲨鱼肝油软胶囊1380mg*60粒022596,"*, 新西兰十一坊, 鲨鱼肝油, 软, 胶, 囊, 1380mg, *, 60, 粒, 022596",,0,鲨鱼肝油,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,十一坊,10103261
新西兰十一坊鲨鱼肝油软胶囊1380mg*60粒,"新西兰十一坊, 鲨鱼肝油, 软, 胶, 囊, 1380mg, *, 60, 粒",,0,鲨鱼肝油,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,十一坊,573751
善元堂 圣鲨角鲨烯软胶囊 450mg*100粒023417,"善元堂,  , 圣, 鲨, 角鲨烯, 软, 胶, 囊,  , 450mg, *, 100, 粒, 023417",善元堂,1,角鲨烯,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,善元堂,10975243
恒寿堂 鲨鱼肝油500mg*30粒/盒（赠品）,"恒, 寿, 堂,  , 鲨鱼肝油, 500mg, *, 30, 粒, /, 盒, （, 赠, 品, ）",,0,"鲨鱼肝油, 盒",2,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,恒寿堂,10246863
恒寿堂 鲨鱼肝油加量装500mg*120粒,"恒, 寿, 堂,  , 鲨鱼肝油, 加量装, 500mg, *, 120, 粒",,0,鲨鱼肝油,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,恒寿堂,37718
恒寿堂 鲨鱼肝油加量装500mg*120粒*2,"恒, 寿, 堂,  , 鲨鱼肝油, 加量装, 500mg, *, 120, 粒, *, 2",,0,鲨鱼肝油,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,恒寿堂,10663146
恒寿堂 鲨鱼肝油加量装500mg*120粒+30粒(平安药网)022950,"恒, 寿, 堂,  , 鲨鱼肝油, 加量装, 500mg, *, 120, 粒, +, 30, 粒, (, 平安, 药, 网, ), 022950",,0,鲨鱼肝油,1,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,恒寿堂,10034374
恒寿堂 鲨鱼肝油礼盒500mg*60粒/盒,"恒, 寿, 堂,  , 鲨鱼肝油, 礼盒, 500mg, *, 60, 粒, /, 盒",,0,"鲨鱼肝油, 礼盒, 盒",3,0-8704-16172-17536:营养保健、健康器械-增强免疫/ 抗疲劳-鲨鱼肝油,恒寿堂,101008
