商品名,分词结果,品牌词,品牌数,类别词,类别数,原始类别,原始品牌,商品CODE,标注类别词
【POLO VILLAE】 专柜正品时尚红条 男士休闲长袖衬衫             ,"【, POLO, VILLAE, 】, 专柜, 正品, 时尚, 红, 条, 男士, 休闲, 长袖, 衬衫",polo,1,衬衫,1,0-123-19567-19585-19587:服装鞋帽-男装.-男装衬衫-男装长袖休闲衬衫,保罗威特,10341896,衬衫
唐狮2011新款 ET 春装男士中袖镶边牛仔衬衫#111111015404,"唐狮, 2011, 新款, ET, 春装, 男士, 中袖, 镶边, 牛仔, 衬衫, #111111015404",唐狮,1,衬衫,1,0-123-19567-19585-19587:服装鞋帽-男装.-男装衬衫-男装长袖休闲衬衫,唐狮,10920635,衬衫
Justyle 10海洋气息系列格纹撞色边时髦海军短袖衬衫白色,"justyle, 10, 海洋, 气息, 系列, 格纹, 撞色, 边, 时髦, 海军, 短袖, 衬衫, 白色",justyle,1,"海洋, 衬衫",2,0-123-19567-19585-19588:服装鞋帽-男装.-男装衬衫-男装短袖休闲衬衫,JUSTYLE,10063726,衬衫
sevenjoy 7+超赞大红格纹修身版型纯棉格子衬衫 720200429,"sevenjoy, 7, +, 超, 赞, 大红, 格纹, 修身, 版型, 纯棉, 格子, 衬衫, 720200429",,0,衬衫,1,0-123-19567-19585-19588:服装鞋帽-男装.-男装衬衫-男装短袖休闲衬衫,SEVENJOY柒加尚品,11391278,衬衫
TONYJEANS汤尼俊士 透气竖条纹抓皱衬衫120820502-32,"TONYJEANS, 汤尼, 俊, 士, 透气, 竖, 条纹, 抓, 皱, 衬衫, 120820502-32",tonyjeans,1,衬衫,1,0-123-19567-19585-19588:服装鞋帽-男装.-男装衬衫-男装短袖休闲衬衫,TONYJEANS,11466696,衬衫
马克华菲男装格子短袖翻领衬衫7112031701_045,"马克华菲, 男装, 格子, 短袖, 翻领, 衬衫, 7112031701_045",,0,"男装, 衬衫",2,0-123-19567-19585-19588:服装鞋帽-男装.-男装衬衫-男装短袖休闲衬衫,马克华菲,11516373,"男装, 衬衫"
A.H 男装经典商务条纹长袖休闲衬衫 MA300900452,"A.H, 男装, 经典, 商务, 条纹, 长袖, 休闲衬衫, MA300900452",a.h,1,"男装, 商务, 休闲衬衫",3,0-123-19567-19585-19589:服装鞋帽-男装.-男装衬衫-男装长袖正装衬衫,A.H,10965170,"男装, 休闲衬衫"
A.H 男装经典商务长袖休闲衬衫 MA300900194,"A.H, 男装, 经典, 商务, 长袖, 休闲衬衫, MA300900194",a.h,1,"男装, 商务, 休闲衬衫",3,0-123-19567-19585-19589:服装鞋帽-男装.-男装衬衫-男装长袖正装衬衫,A.H,10965147,"男装, 休闲衬衫"
sevenjoy 7+ 六牙白象正品男装洗水磨白褶皱牛仔裤子 11CK14,"sevenjoy, 7, +, 六, 牙, 白象, 正品, 男装, 洗, 水磨, 白, 褶皱, 牛仔, 裤子, 11CK14",白象,1,"男装, 裤子",2,0-123-19567-19600-19602:服装鞋帽-男装.-男装长裤 -男装牛仔裤,SEVENJOY柒加尚品,11392760,"男装, 裤子"
SPORTICA斯波帝卡 男装新品男式水洗直筒牛仔长裤 11141629,"SPORTICA, 斯波帝卡, 男装, 新品, 男式, 水洗, 直, 筒, 牛仔, 长裤, 11141629",sportica,1,"男装, 长裤",2,0-123-19567-19600-19602:服装鞋帽-男装.-男装长裤 -男装牛仔裤,SPORTICA斯波帝卡,11147992,"男装, 长裤"
MR.ZERO零号男时尚水洗磨损全棉牛仔长裤 BDA0079,"MR, ., ZERO, 零号男, 时尚, 水洗, 磨损, 全棉, 牛仔, 长裤, BDA0079",zero,1,长裤,1,0-123-19567-19600-19602:服装鞋帽-男装.-男装长裤 -男装牛仔裤,零号男MR ZERO,11443677,长裤
MR.ZERO零号男腰头格纹水洗全棉牛仔长裤 BDA0091,"MR, ., ZERO, 零号男, 腰, 头, 格纹, 水洗, 全棉, 牛仔, 长裤, BDA0091",zero,1,长裤,1,0-123-19567-19600-19602:服装鞋帽-男装.-男装长裤 -男装牛仔裤,零号男MR ZERO,11442641,长裤
POLO VILLAE 男式绅士正装黑色锥型西裤PFCMBALBF207,"POLO, VILLAE, 男式, 绅士正装, 黑色, 锥, 型, 西裤, PFCMBALBF207",polo,1,西裤,1,0-123-19567-19600-19604:服装鞋帽-男装.-男装长裤 -男装西裤,POLO VILLAE,10916946,西裤
nike 360 男 连帽针织夹克 245910 100,"nike, 360, 男, 连, 帽, 针织, 夹克, 245910, 100",nike,1,"帽, 针织, 夹克",3,0-123-19567-19605-19606:服装鞋帽-男装.-男装外套-男装夹克,nike 360,10856856,夹克
nike golf 男装CC DF 防风长袖全拉链夹克 G8111255246 010,"nike, golf, 男装, CC, DF, 防风, 长袖, 全, 拉链, 夹克, G8111255246, 010",nike,1,"男装, 防风, 拉链, 夹克",4,0-123-19567-19605-19606:服装鞋帽-男装.-男装外套-男装夹克,nike golf,11002587,"男装, 夹克"
唐狮2011新款 ET 春装男士连帽撞色尼龙外套#111111052404,"唐狮, 2011, 新款, ET, 春装, 男士, 连, 帽, 撞色, 尼龙, 外套, #111111052404",唐狮,1,"帽, 外套",2,0-123-19567-19605-19606:服装鞋帽-男装.-男装外套-男装夹克,唐狮,10919898,外套
SPORTICA斯波帝卡 男装时尚休闲保暖防寒中长款顶级羽绒服 10190748,"SPORTICA, 斯波帝卡, 男装, 时尚, 休闲, 保暖, 防寒, 中长款, 顶级, 羽绒服, 10190748",sportica,1,"男装, 羽绒服",2,0-123-19567-19605-19612:服装鞋帽-男装.-男装外套-男装羽绒服,SPORTICA斯波帝卡,11159732,"男装, 羽绒服"
MANSUCCINCT 双排扣黑色休闲单西 MH0029 黑色,"MANSUCCINCT, 双, 排, 扣, 黑色, 休闲, 单, 西, MH0029, 黑色",mansuccinct,1,扣,1,0-123-19567-19613-19615:服装鞋帽-男装.-男装西服-男装休闲西服,MANSUCCINCT,10604485,
MANSUCCINCT 黑色金属光泽贴身顺感西服 MH0021 黑色,"MANSUCCINCT, 黑色, 金属光泽, 贴身, 顺, 感, 西服, MH0021, 黑色",mansuccinct,1,西服,1,0-123-19567-19613-19615:服装鞋帽-男装.-男装西服-男装休闲西服,MANSUCCINCT,10604407,西服
OLOMO欧莱诺 男装 潮男必修男士西便服 1105410390 黑色,"OLOMO, 欧莱诺, 男装, 潮, 男, 必修, 男士, 西, 便服, 1105410390, 黑色",olomo,1,男装,1,0-123-19567-19613-19615:服装鞋帽-男装.-男装西服-男装休闲西服,OLOMO欧莱诺,11030890,男装
GIORDA PRINCE佐丹王子男童透气网眼 背心 10039,"GIORDA, PRINCE, 佐丹王子, 男童, 透气, 网眼, 背心, 10039",prince,1,"男童, 背心",2,0-123-19621-19640-19647:服装鞋帽-童装-中童装7-12岁-中童背心/马甲,佐丹王子,10965750,背心
GIORDA PRINCE佐丹王子男童男单衫 10008,"GIORDA, PRINCE, 佐丹王子, 男童, 男单, 衫, 10008",prince,1,男童,1,0-123-19621-19867-19961:服装鞋帽-童装-男童-男童短袖T恤,佐丹王子,10965738,"男单, 衫"
光子美少女 印花插袖衫 粉红,"光子美少女, 印, 花插, 袖, 衫, 粉红",光子美少女,1,袖,1,0-123-19621-19886:服装鞋帽-童装-女童,光子美少女,10139227,"袖, 衫"
nike 360 男 TERMINATOR LOW 309718 111,"nike, 360, 男, TERMINATOR, LOW, 309718, 111",nike,1,,0,0-123-19676-19693-19924:服装鞋帽-鞋靴-男鞋-男式休闲运动鞋,nike 360,10861106,
LOTTO乐途 潮流男运动时尚鞋ELFE005-2黑/白,"LOTTO, 乐途, 潮流, 男, 运动, 时尚鞋, ELFE005-2, 黑, /, 白",lotto,1,时尚鞋,1,0-123-19676-19693-19924:服装鞋帽-鞋靴-男鞋-男式休闲运动鞋,乐途,10855739,时尚鞋
他她 2011春季黑色牛皮男鞋 280-10,"他她, 2011, 春季, 黑色, 牛皮, 男鞋, 280-10",他她,1,男鞋,1,0-123-19676-19693-19932:服装鞋帽-鞋靴-男鞋-男式休闲皮鞋,他她,10908528,男鞋
他她 2011春季黑色牛皮男鞋 316-01,"他她, 2011, 春季, 黑色, 牛皮, 男鞋, 316-01",他她,1,男鞋,1,0-123-19676-19693-19932:服装鞋帽-鞋靴-男鞋-男式休闲皮鞋,他她,10908540,男鞋
法雷诺 2010冬季 黑色打光胎牛皮男鞋 9W10-1,"法雷诺, 2010, 冬季, 黑色, 打光, 胎, 牛皮, 男鞋, 9W10-1",法雷诺,1,男鞋,1,0-123-19676-19693-19932:服装鞋帽-鞋靴-男鞋-男式休闲皮鞋,法雷诺,10824405,男鞋
法雷诺 2011春季黑色胎小牛皮男鞋 LS3509,"法雷诺, 2011, 春季, 黑色, 胎, 小牛皮, 男鞋, LS3509",法雷诺,1,男鞋,1,0-123-19676-19693-19932:服装鞋帽-鞋靴-男鞋-男式休闲皮鞋,法雷诺,10909292,男鞋
BQUEEN 2011新款欧美时尚款漆皮鱼嘴高跟单鞋D001,"BQUEEN, 2011, 新款, 欧美, 时尚, 款, 漆皮, 鱼, 嘴, 高跟, 单鞋, D001",,0,"鱼, 单鞋",2,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,bqueen,11481257,单鞋
他她 2010秋季棕蜡牛皮女皮鞋 FZF23D,"他她, 2010, 秋季, 棕, 蜡, 牛皮, 女, 皮鞋, FZF23D",他她,1,皮鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,他她,10256561,皮鞋
天美意 2010春季新款低跟黄色闪光羊皮镶玉饰女单鞋 天美意    T66-15,"天美意, 2010, 春季, 新款, 低跟, 黄色, 闪光, 羊皮, 镶玉, 饰, 女, 单鞋, 天美意, T66-15",天美意,1,单鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,天美意,10299497,单鞋
天美意 2010秋季灰色软牛皮镶色女皮鞋 CMV27D,"天美意, 2010, 秋季, 灰色, 软, 牛皮, 镶, 色, 女, 皮鞋, CMV27D",天美意,1,皮鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,天美意,10297264,皮鞋
天美意 2010秋季白色软牛皮镶色女皮鞋    CTY20D,"天美意, 2010, 秋季, 白色, 软, 牛皮, 镶, 色, 女, 皮鞋, CTY20D",天美意,1,皮鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,天美意,10297219,皮鞋
天美意 2010秋季黑色羊绒/黑色兔毛女鞋TAO118-04U1CQ0 黑色,"天美意, 2010, 秋季, 黑色, 羊绒, /, 黑色, 兔毛, 女鞋, TAO118-04U1CQ0, 黑色",天美意,1,女鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,天美意,10359429,女鞋
天美意 2011春季兰色打蜡牛皮 988-33,"天美意, 2011, 春季, 兰, 色, 打蜡, 牛皮, 988-33",天美意,1,,0,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,天美意,10905825,
天美意 2011春季黑/桃红/春兰磨砂牛皮女鞋 0197-2 ,"天美意, 2011, 春季, 黑, /, 桃红, /, 春兰, 磨砂, 牛皮, 女鞋, 0197-2",天美意,1,女鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,天美意,10905927,女鞋
百丽 2010秋季酒红滴胶绒布/蕾丝女鞋BKH3016-3L1CQ0 酒红色,"百丽, 2010, 秋季, 酒, 红, 滴, 胶, 绒布, /, 蕾丝, 女鞋, BKH3016-3L1CQ0, 酒, 红色",百丽,1,"酒, 蕾丝, 女鞋, 酒",4,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,百丽,10365716,女鞋
百丽 2010秋季黑色小牛皮女鞋BBLBVBT4DU1CM0 黑色,"百丽, 2010, 秋季, 黑色, 小牛皮, 女鞋, BBLBVBT4DU1CM0, 黑色",百丽,1,女鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,百丽,10365487,女鞋
百丽 2011春季 黑色皱漆牛女单鞋 3FC19D,"百丽, 2011, 春季, 黑色, 皱, 漆, 牛, 女, 单鞋, 3FC19D",百丽,1,单鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,百丽,10904913,单鞋
百丽2011黑色皱漆牛女单鞋BBL3CT30DU1AU1 黑色,"百丽, 2011, 黑色, 皱, 漆, 牛, 女, 单鞋, BBL3CT30DU1AU1, 黑色",百丽,1,单鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,百丽,11083219,单鞋
百丽　2010秋季灰色胎牛女鞋 306-1D,"百丽, 　, 2010, 秋季, 灰色, 胎, 牛, 女鞋, 306-1D",百丽,1,女鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,百丽,10243933,女鞋
百丽　2010秋季黑色羊皮女鞋 226-88,"百丽, 　, 2010, 秋季, 黑色, 羊皮, 女鞋, 226-88",百丽,1,女鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,百丽,10250563,女鞋
百丽　百丽正品 2010秋季蓝色羊猄女鞋 时尚中高跟羊皮鱼嘴 100239,"百丽, 　, 百丽, 正品, 2010, 秋季, 蓝色, 羊, 猄, 女鞋, 时尚, 中, 高跟, 羊皮, 鱼, 嘴, 100239",百丽,1,"女鞋, 鱼",2,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,百丽,10250278,女鞋
茵奈儿 2010春秋款 红色压花漆PU女鞋 FWR16D,"茵奈儿, 2010, 春秋, 款, 红色, 压花, 漆, PU, 女鞋, FWR16D",茵奈儿,1,女鞋,1,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,茵奈儿,10824176,女鞋
达芙妮 Fashion时尚104009345浅口细中跟 灰色,"达芙妮, fashion, 时尚, 104009345, 浅, 口, 细, 中跟, 灰色",达芙妮,1,,0,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,达芙妮,10347792,
达芙妮 大方简洁百搭款式1030008 黑色,"达芙妮, 大方, 简洁, 百搭, 款式, 1030008, 黑色",达芙妮,1,,0,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,达芙妮,10343347,
达芙妮 时尚底台中跟款式1030022 蓝色,"达芙妮, 时尚, 底, 台, 中跟, 款式, 1030022, 蓝色",达芙妮,1,,0,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,达芙妮,10343450,
达芙妮 熟女风范——性感亮片高跟鞋10E3011 蓝色,"达芙妮, 熟女, 风范, —, —, 性感, 亮片, 高跟鞋, 10E3011, 蓝色",达芙妮,1,,0,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,达芙妮,10343030,高跟鞋
达芙妮 特色别致气质款式1030187 浅蓝色,"达芙妮, 特色, 别致, 气质, 款式, 1030187, 浅蓝色",达芙妮,1,,0,0-123-19676-19701-19911:服装鞋帽-鞋靴-女鞋-女式单鞋,达芙妮,10327658,
他她 2010夏季黑色蛇纹皮/羊皮女凉鞋 974032,"他她, 2010, 夏季, 黑色, 蛇纹, 皮, /, 羊皮, 女, 凉鞋, 974032",他她,1,凉鞋,1,0-123-19676-19701-19913:服装鞋帽-鞋靴-女鞋-女式帆布鞋,他她,10258603,凉鞋
佐丹奴 经典原色帆布鞋(男女均适用) 29树莓红色,"佐丹奴, 经典, 原色, 帆布鞋, (, 男女, 均, 适用, ), 29, 树, 莓, 红色",佐丹奴,1,帆布鞋,1,0-123-19676-19701-19913:服装鞋帽-鞋靴-女鞋-女式帆布鞋,佐丹奴,10193256,帆布鞋
佐丹奴 经典原色帆布鞋(男女均适用) 76葡萄紫色,"佐丹奴, 经典, 原色, 帆布鞋, (, 男女, 均, 适用, ), 76, 葡萄, 紫色",佐丹奴,1,帆布鞋,1,0-123-19676-19701-19913:服装鞋帽-鞋靴-女鞋-女式帆布鞋,佐丹奴,10193278,帆布鞋
他她 2010春季新款高跟浅口红色漆牛皮女鞋 他她tata热销    FTS17D,"他她, 2010, 春季, 新款, 高跟, 浅, 口, 红色, 漆, 牛皮, 女鞋, 他她, tata, 热销, FTS17D",他她,1,女鞋,1,0-123-19676-19701-19915:服装鞋帽-鞋靴-女鞋-女式篮球鞋,他她,10260943,女鞋
他她 2010秋季黑色皱漆牛皮女皮鞋 2CH04D,"他她, 2010, 秋季, 黑色, 皱, 漆, 牛皮, 女, 皮鞋, 2CH04D",他她,1,皮鞋,1,0-123-19676-19701-19915:服装鞋帽-鞋靴-女鞋-女式篮球鞋,他她,10257257,皮鞋
他她 2010夏季黑色沙丁布女凉鞋 2599829,"他她, 2010, 夏季, 黑色, 沙, 丁, 布, 女, 凉鞋, 2599829",他她,1,"沙, 凉鞋",2,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,他她,10259071,凉鞋
他她 2010夏季黑色皱漆牛皮女凉鞋 FLA01D,"他她, 2010, 夏季, 黑色, 皱, 漆, 牛皮, 女, 凉鞋, FLA01D",他她,1,凉鞋,1,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,他她,10260670,凉鞋
他她 2010夏季黑色羊京/灰网布女凉鞋 880916,"他她, 2010, 夏季, 黑色, 羊, 京, /, 灰, 网布, 女, 凉鞋, 880916",他她,1,"网布, 凉鞋",2,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,他她,10258783,凉鞋
他她 2010夏米黄油蜡羊皮女皮凉鞋 FLA33D,"他她, 2010, 夏, 米, 黄油, 蜡, 羊皮, 女, 皮, 凉鞋, FLA33D",他她,1,"米, 凉鞋",2,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,他她,10260147,凉鞋
天美意 2010夏季啡色牛皮女凉鞋 2797029,"天美意, 2010, 夏季, 啡, 色, 牛皮, 女, 凉鞋, 2797029",天美意,1,凉鞋,1,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,天美意,10297877,凉鞋
天美意 2010夏季玫红软羊皮/玫红系彩女凉鞋    101507,"天美意, 2010, 夏季, 玫, 红, 软, 羊皮, /, 玫, 红, 系, 彩, 女, 凉鞋, 101507",天美意,1,凉鞋,1,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,天美意,10298074,凉鞋
天美意 2010夏季绿色羊皮/彩色布女凉鞋    397-34,"天美意, 2010, 夏季, 绿色, 羊皮, /, 彩色, 布, 女, 凉鞋, 397-34",天美意,1,凉鞋,1,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,天美意,10297606,凉鞋
百丽　2010夏季浅金蛇纹猪皮女凉鞋 817-2D,"百丽, 　, 2010, 夏季, 浅, 金, 蛇纹, 猪皮, 女, 凉鞋, 817, -, 2D",百丽,1,"凉鞋, 2d",2,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,百丽,10244232,凉鞋
达芙妮 树叶舒软拖鞋1030809 桔黄色,"达芙妮, 树叶, 舒, 软, 拖鞋, 1030809, 桔, 黄色",达芙妮,1,拖鞋,1,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,达芙妮,10341283,拖鞋
达芙妮 精致百搭凉鞋1030084 冬白色,"达芙妮, 精致, 百搭, 凉鞋, 1030084, 冬, 白色",达芙妮,1,凉鞋,1,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,达芙妮,10344022,凉鞋
达芙妮 钻饰小花少女拖鞋1030793 白色,"达芙妮, 钻饰, 小花, 少女, 拖鞋, 1030793, 白色",达芙妮,1,"钻饰, 拖鞋",2,0-123-19676-19701-19919:服装鞋帽-鞋靴-女鞋-女式凉鞋/凉拖,达芙妮,10340962,拖鞋
粉红山羊 水滴型吊坠发圈   PAYF18,"粉红山羊, 水滴, 型, 吊坠, 发圈, PAYF18",粉红山羊,1,"吊坠, 发圈",2,0-123-19711-19731-19736:服装鞋帽-个人配件-女式配件-女式其它配件,粉红山羊,10934471,发圈
【幻想曲/VIMUSE】品牌 情侣家居服 时尚条纹纯棉休闲情侣睡衣套装A844+A274,"【, 幻想曲, /VIMUSE, 】, 品牌, 情侣, 家居服, 时尚, 条纹, 纯棉, 休闲, 情侣, 睡衣, 套装, A844+A274",幻想曲,1,"家居服, 睡衣, 套装",3,0-123-19711-19731-19737:服装鞋帽-个人配件-女式配件-女式内衣,幻想曲/VIMUSE,11520051,"家居服, 睡衣"
【幻想曲/VIMUSE】春秋季女士家居服 夏季可爱纯棉长袖睡衣三件套A07 包邮,"【, 幻想曲, /VIMUSE, 】, 春, 秋季, 女士, 家居服, 夏季, 可爱, 纯棉, 长袖, 睡衣, 三件套, A07, 包, 邮",幻想曲,1,"家居服, 睡衣",2,0-123-19711-19731-19737:服装鞋帽-个人配件-女式配件-女式内衣,幻想曲/VIMUSE,11521009,"家居服, 睡衣"
nike 360 女子时尚短袜 SX3366 197,"nike, 360, 女子, 时尚, 短袜, SX3366, 197",nike,1,短袜,1,0-123-19711-19731-19739:服装鞋帽-个人配件-女式配件-女式袜子,nike 360,10857371,短袜
nike 360 都市休闲女子低跟袜 SX2880 122,"nike, 360, 都市, 休闲, 女子, 低跟, 袜, SX2880, 122",nike,1,袜,1,0-123-19711-19731-19739:服装鞋帽-个人配件-女式配件-女式袜子,nike 360,10857202,袜
10CM☆正装男士商务领带30元礼盒三件套2条40起包邮 A123,"10CM, ☆, 正装, 男士, 商务, 领带, 30, 元, 礼盒, 三件套, 2, 条, 40, 起, 包, 邮, A123",,0,"商务, 领带, 礼盒",3,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,11229086,领带
TODATBEST 8CM 男士纯色领带礼盒装 S043,"TODATBEST, 8CM, 男士, 纯色, 领带, 礼盒装, S043",,0,领带,1,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,10677619,领带
TODAYBEST 8CM 男士纯色领带礼盒装 2条40起包邮 百条可选 S059,"TODAYBEST, 8CM, 男士, 纯色, 领带, 礼盒装, 2, 条, 40, 起, 包, 邮, 百, 条, 可选, S059",todaybest,1,领带,1,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,11410314,领带
TODAYBEST新款8CM☆窄版男士商务领带礼盒装 2条40起包邮 E002,"TODAYBEST, 新款, 8CM, ☆, 窄, 版, 男士, 商务, 领带, 礼盒装, 2, 条, 40, 起, 包, 邮, E002",todaybest,1,"商务, 领带",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,11412081,领带
Todaybest 10CM 领带 男 正装 结婚商务休闲礼盒3件套2条包邮A136,"todaybest, 10CM, 领带, 男, 正装, 结婚, 商务休闲, 礼盒, 3, 件, 套, 2, 条, 包, 邮, A136",todaybest,1,"领带, 礼盒",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,11356197,领带
Todaybest 10CM 领带 男 正装 结婚商务休闲礼盒3件套2条包邮T064,"todaybest, 10CM, 领带, 男, 正装, 结婚, 商务休闲, 礼盒, 3, 件, 套, 2, 条, 包, 邮, T064",todaybest,1,"领带, 礼盒",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,11410212,领带
特价包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 E023,"特价, 包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, E023",todaybest,1,"商务, 领带",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,10541885,领带
特价包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 E041,"特价, 包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, E041",todaybest,1,"商务, 领带",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,10541603,领带
特价包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 E063,"特价, 包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, E063",todaybest,1,"商务, 领带",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,10541498,领带
特价包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 E090,"特价, 包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, E090",todaybest,1,"商务, 领带",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,10541147,领带
特价包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 E092,"特价, 包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, E092",todaybest,1,"商务, 领带",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,10541227,领带
特价包邮  TODAYBEST正装男士商务领带南韩丝系列礼盒装三件套 E130,"特价, 包, 邮, TODAYBEST, 正装, 男士, 商务, 领带, 南韩, 丝, 系列, 礼盒装, 三件套, E130",todaybest,1,"商务, 领带",2,0-123-19711-19771-19779:服装鞋帽-个人配件-男式配件-男式领带/领结,,10541283,领带
nike 360 NIKE SWOOSH　翻边袜 SX2588 101,"nike, 360, NIKE, SWOOSH, 　, 翻, 边, 袜, SX2588, 101",nike,1,袜,1,0-123-19711-19771-19784:服装鞋帽-个人配件-男式配件-男式袜子,nike 360,10857031,袜
李宁 羽毛球系列男短袜 AWSD193-3 黑色 均码,"李宁, 羽毛球, 系列, 男, 短袜, AWSD193-3, 黑色, 均, 码",李宁,1,"羽毛球, 短袜",2,0-123-19711-19771-19784:服装鞋帽-个人配件-男式配件-男式袜子,李宁,10937390,短袜
MOIRRIN  运动消臭抗菌男袜SMS01-01,"MOIRRIN, 运动, 消, 臭, 抗菌, 男, 袜, SMS01-01",,0,袜,1,0-123-19711-19771-19784:服装鞋帽-个人配件-男式配件-男式袜子,茉莉林,10168635,袜
Todaybest 精致法式衬衫 袖扣 袖钉 男士 2对包邮 X037,"todaybest, 精致, 法式, 衬衫, 袖扣, 袖, 钉, 男士, 2, 对, 包, 邮, X037",todaybest,1,"衬衫, 袖扣, 袖, 钉",4,0-123-19711-19771-19791:服装鞋帽-个人配件-男式配件-男式其它配件,,11409862,"袖扣, 袖, 钉"
Todaybest 精致法式衬衫 袖扣 袖钉 男士 2对包邮 Z032,"todaybest, 精致, 法式, 衬衫, 袖扣, 袖, 钉, 男士, 2, 对, 包, 邮, Z032",todaybest,1,"衬衫, 袖扣, 袖, 钉",4,0-123-19711-19771-19791:服装鞋帽-个人配件-男式配件-男式其它配件,,11409646,"袖扣, 袖, 钉"
李宁综训系列肩背包ABDD034-1黑,"李宁, 综, 训, 系列, 肩, 背包, ABDD034-1, 黑",李宁,1,背包,1,0-123-19711-20189-20190:服装鞋帽-个人配件-运动配件-运动包,李宁,10770737,背包
久久木 女款秋冬时尚嵌花长袖圆领羊毛连衣裙 9161 黑色,"久久木, 女, 款, 秋冬, 时尚, 嵌, 花, 长袖, 圆领, 羊毛, 连衣裙, 9161, 黑色",久久木,1,连衣裙,1,0-123-217-16554:服装鞋帽-靓丽时尚-连衣裙,久久木,10505449,连衣裙
